"ID","Version","GenBank.title","Release.date","Organism.name","Virus.Lineage","Species","Family","Length","Submitters","Strain","Isolate_x","Geo.location","Country","Collection.date","Tissue.Specimen.Source","Host","Environmental","CDS.count","Artificial","UNVERIFIED","X1A","X1A.strand","X1B","X1B.strand","X2","X2.strand","class","clade_color","color"
"MN307119","MN307119.1","Goose astrovirus isolate AstV/HB02/Goose/0310/19, complete genome","13-SEP-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7170,"Chen,Q., Wu,Q. and Ji,J.","","AstV/HB02/Goose/0310/19","China",NA,"10-Mar-2019","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"MN307118","MN307118.1","Goose astrovirus isolate AstV/HB01/Goose/0123/19, complete genome","13-SEP-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7170,"Chen,Q., Wu,Q. and Ji,J.","","AstV/HB01/Goose/0123/19","China",NA,"03-Jan-2019","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"MN307117","MN307117.1","Goose astrovirus isolate AstV/HN02/Goose/1119/18, complete genome","13-SEP-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7170,"Chen,Q., Wu,Q. and Ji,J.","","AstV/HN02/Goose/1119/18","China",NA,"19-Nov-2018","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"MN307116","MN307116.1","Goose astrovirus isolate AstV/AH02/Goose/0715/18, complete genome","13-SEP-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7170,"Chen,Q., Wu,Q. and Ji,J.","","AstV/AH02/Goose/0715/18","China",NA,"15-Jul-2018","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"MN307115","MN307115.1","Goose astrovirus isolate AstV/AH01/Goose/0512/18, complete genome","13-SEP-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7170,"Chen,Q., Wu,Q. and Ji,J.","","AstV/AH01/Goose/0512/18","China",NA,"12-May-2018","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"MN307114","MN307114.1","Goose astrovirus isolate AstV/HN01/Goose/0103/18, complete genome","13-SEP-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7170,"Chen,Q., Wu,Q. and Ji,J.","","AstV/HN01/Goose/0103/18","China",NA,"03-Jan-2018","","Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"MN894548","MN894548.1","Goose astrovirus strain AstV/HBXG/Goose/2019, complete genome","09-AUG-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7170,"Wang,Z., Luo,Q. and Li,L.","AstV/HBXG/Goose/2019","","China: Hubei province",NA,"16-Jun-2019","liver","Goose","No",3,"No","No","10-3265",1,"3255-4806",1,"4824-6939",1,"Aves",NA,NA
"MN807051","MN807051.1","Chicken astrovirus isolate AAstV/Chicken/CHN/2018/CZ1801, complete genome","13-JUL-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7603,"Qian,K., Zhao,W., Qin,A. and Shao,H.","","AAstV/Chicken/CHN/2018/CZ1801","China",NA,"2018","","Gallus gallus","No",3,"No","No","76-3496",1,"3477-5037",1,"5061-7275",1,"Aves",NA,NA
"MN809622","MN809622.1","Goose astrovirus isolate AstV/SDTA, complete genome","17-JUN-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7252,"Wei,F., Tang,Y. and Diao,Y.","","AstV/SDTA","China",NA,"","kidney","Duck","No",3,"No","No","245-3350",1,"3340-4891",1,"4909-7024",1,"Aves",NA,NA
"MT138011","MT138011.1","MAG: Astroviridae sp. isolate prf038ast1 genomic sequence","15-JUN-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6981,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","prf038ast1","",NA,"2018","anal swab","","Yes",3,"No","No","53-2897",1,"3043-4381",1,"4405-6424",1,"","Y","#C286D0"
"MT138010","MT138010.1","MAG: Astroviridae sp. isolate prf037ast2 genomic sequence","15-JUN-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",7468,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","prf037ast2","",NA,"2018","anal swab","","Yes",3,"No","No","918-3636",1,"3782-5120",1,"5144-7163",1,"","Y","#E6AAF5"
"MT138007","MT138007.1","MAG: Astroviridae sp. isolate ltr178ast1 genomic sequence","15-JUN-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",7141,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","ltr178ast1","",NA,"2018","anal swab","","Yes",3,"No","No","264-3363",1,"3395-4847",1,"4871-6863",1,"","Y","#7C4088"
"MT138005","MT138005.1","MAG: Astroviridae sp. isolate hwf041ast1 genomic sequence","15-JUN-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6943,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","hwf041ast1","",NA,"2018","anal swab","","Yes",3,"No","No","199-3271",1,"3303-4755",1,"4779-6759",1,"","Y","#9F63AC"
"MT138002","MT138002.1","MAG: Astroviridae sp. isolate cra070ast1 genomic sequence","15-JUN-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6755,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","cra070ast1","",NA,"2018","anal swab","","Yes",3,"No","No","0-3108",1,"3140-4592",1,"4612-6622",1,"","Y",NA
"MT137999","MT137999.1","MAG: Astroviridae sp. isolate coa196ast1 genomic sequence","15-JUN-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6801,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","coa196ast1","",NA,"2018","anal swab","Periparus ater","Yes",3,"No","No","2-3185",1,"3217-4669",1,"4689-6726",1,"",NA,NA
"MT137996","MT137996.1","MAG: Astroviridae sp. isolate cfe153ast01 genomic sequence","15-JUN-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6963,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","cfe153ast01","",NA,"2018","anal swab","","Yes",3,"No","No","231-3306",1,"3359-4790",1,"4815-6873",1,"","Y",NA
"MT138009","MT138009.1","MAG: Astroviridae sp. isolate prf037ast1nc genomic sequence","15-JUN-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6371,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","prf037ast1nc","",NA,"2018","anal swab","","Yes",3,"No","No","343-2395",1,"2478-3876",1,"3892-6371",1,"",NA,NA
"MT137995","MT137995.1","MAG: Astroviridae sp. isolate bun145astnc1 genomic sequence","15-JUN-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",5496,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","bun145astnc1","",NA,"2018","anal swab","","Yes",3,"No","No","299-1535",1,"1450-3088",1,"3038-5405",1,"",NA,NA
"MT137994","MT137994.1","MAG: Astroviridae sp. isolate bsk136ast01 genomic sequence","15-JUN-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6442,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","bsk136ast01","",NA,"2018","anal swab","","Yes",3,"No","No","76-2641",1,"2772-4224",1,"4154-6431",1,"","G",NA
"MT137992","MT137992.1","MAG: Astroviridae sp. isolate bfb201ast01 genomic sequence","15-JUN-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",7384,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","bfb201ast01","",NA,"2018","anal swab","","Yes",3,"No","No","633-3300",1,"3227-5204",1,"4803-7194",1,"","G",NA
"MT137991","MT137991.1","MAG: Astroviridae sp. isolate bbr144ast1 genomic sequence","15-JUN-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",7060,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","bbr144ast1","",NA,"2018","anal swab","Prunella montanella","Yes",3,"No","No","243-3075",1,"3275-4730",1,"4566-6882",1,"","G",NA
"MN920672","MN920672.1","MAG: Astroviridae sp. isolate ytb090ast01, complete genome","06-MAY-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",7420,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","ytb090ast01","China",NA,"2018","anal swab","","Yes",3,"No","No","549-3336",1,"3263-5240",1,"4839-7230",1,"","G",NA
"MN920671","MN920671.1","MAG: Astroviridae sp. isolate ytb089ast01, complete genome","06-MAY-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",7172,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","ytb089ast01","China",NA,"2018","anal swab","","Yes",3,"No","No","294-3087",1,"3287-4991",1,"4590-6981",1,"","G",NA
"MN920670","MN920670.1","MAG: Astroviridae sp. isolate ybw202ast01, complete genome","06-MAY-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6701,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","ybw202ast01","China",NA,"2018","anal swab","","Yes",3,"No","No","226-3004",1,"3204-4563",1,"4492-6694",1,"","G",NA
"MN920669","MN920669.1","MAG: Astroviridae sp. isolate ybb150ast01, complete genome","06-MAY-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6816,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","ybb150ast01","China",NA,"2018","anal swab","","Yes",3,"No","No","139-2806",1,"2733-4467",1,"4309-6634",1,"","G",NA
"MN920668","MN920668.1","MAG: Astroviridae sp. isolate war204ast1, complete genome","06-MAY-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6848,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","war204ast1","China",NA,"2018","anal swab","","Yes",3,"No","No","41-2807",1,"2971-4342",1,"4310-6707",1,"","G",NA
"MN920667","MN920667.1","MAG: Astroviridae sp. isolate tom152ast2, complete genome","06-MAY-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6510,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","tom152ast2","China",NA,"2018","anal swab","Petroica macrocephala","Yes",3,"No","No","576-2847",1,"2879-4331",1,"4351-6388",1,"","Y",NA
"MN920663","MN920663.1","MAG: Astroviridae sp. isolate spa143ast1, complete genome","06-MAY-2020","Astroviridae sp.","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6570,"Chen,X., Shan,T., Yang,S. and Zhang,W.","","spa143ast1","China",NA,"2018","anal swab","","Yes",3,"No","No","31-2659",1,"2859-4554",1,"4156-6400",1,"","G",NA
"MN149392","MN149392.1","Duck astrovirus 1 isolate D17, complete genome","18-APR-2020","Duck astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A","Duck astrovirus GII.A","Astroviridae",7722,"Wang,X. and Zhang,D.","","D17","China",NA,"13-Oct-2013","liver","Jinding ducks","No",3,"No","No","22-3745",1,"3735-5286",1,"5309-7505",1,"Aves",NA,NA
"MN428645","MN428645.1","Goose astrovirus isolate AHAU5, complete genome","14-APR-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7182,"Bai,C. and Zhang,D.","","AHAU5","China: Anhui",NA,"2018","kidney","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN428644","MN428644.1","Goose astrovirus isolate AHAU4, complete genome","14-APR-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7182,"Bai,C. and Zhang,D.","","AHAU4","China: Anhui",NA,"2018","kidney","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN428643","MN428643.1","Goose astrovirus isolate AHAU3, complete genome","14-APR-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7183,"Bai,C. and Zhang,D.","","AHAU3","China: Anhui",NA,"2018","kidney","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN428642","MN428642.1","Goose astrovirus isolate GD AHAU2, complete genome","14-APR-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7182,"Bai,C. and Zhang,D.","","GD AHAU2","China: Anhui",NA,"2018","kidney","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN428641","MN428641.1","Goose astrovirus isolate AHAU1, complete genome","14-APR-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7177,"Bai,C.","","AHAU1","China: Anhui",NA,"2018","kidney","Goose","No",3,"No","No","18-3273",1,"3263-4814",1,"4832-6947",1,"Aves",NA,NA
"MN175321","MN175321.1","Goose astrovirus strain AstV/Goose/2018/HLJ01, complete genome","02-MAR-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7116,"Zhao,L. and Chen,H.","AstV/Goose/2018/HLJ01","","China: Heilongjiang province",NA,"09-Jul-2018","liver","Goose","No",3,"No","No","102-3207",1,"3197-4748",1,"4766-6881",1,"Aves",NA,NA
"MN732559","MN732559.1","Avian nephritis virus strain ANV/CHN/GXJL815/2017, complete genome","15-FEB-2020","Avian nephritis virus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6885,"Ruan,S., Xue,J., Zhao,Y. and Zhang,G.","ANV/CHN/GXJL815/2017","","China",NA,"2017","intestines","Gallus gallus","No",2,"No","No","8-3025",1,"3025-4552",1,"4571-6575",1,"Aves","P",NA
"MN732558","MN732558.1","Avian nephritis virus strain ANV/CHN/BJCP510-2/2018, complete genome","15-FEB-2020","Avian nephritis virus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",6899,"Zhang,Q., Xue,J., Zhao,Y. and Zhang,G.","ANV/CHN/BJCP510-2/2018","","China",NA,"2018","intestines","Gallus gallus","No",2,"No","No","13-3027",1,"3027-4554",1,"4573-6598",1,"Aves","P",NA
"MN725026","MN725026.1","Chicken astrovirus strain CAstV/CHN/GDYHTJ718-6/2018, complete genome","15-FEB-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7588,"Zhang,Q., Xue,J., Ruan,S. and Zhang,G.","CAstV/CHN/GDYHTJ718-6/2018","","China",NA,"2018","intestinal","Gallus gallus","No",3,"No","No","21-3441",1,"3422-4982",1,"5006-7223",1,"Aves",NA,NA
"MN725025","MN725025.1","Chicken astrovirus strain CAstV/CHN/HBLP717-1/2018, complete genome","15-FEB-2020","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7588,"Zhang,Q., Xue,J. and Zhang,G.","CAstV/CHN/HBLP717-1/2018","","China",NA,"2018","intestines","Gallus gallus","No",3,"No","No","21-3441",1,"3422-4982",1,"5006-7223",1,"Aves","B",NA
"MN068024","MN068024.1","Goose astrovirus isolate GTF-07, complete genome","12-FEB-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7141,"Wang,S., Xiao,S., Jiang,D., Chen,S., Lin,S., Zheng,M. and Zhang,S.","","GTF-07","China",NA,"Apr-2018","kidney; liver; spleen","Goose","No",3,"No","No","9-3264",1,"3254-4805",1,"4823-6938",1,"Aves",NA,NA
"MN068023","MN068023.1","Goose astrovirus isolate GTF-04, complete genome","12-FEB-2020","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7141,"Wang,S., Xiao,S., Jiang,D., Chen,S., Lin,S. and Zheng,M.","","GTF-04","China",NA,"Apr-2018","kidney; liver; spleen","Goose","No",3,"No","No","9-3264",1,"3254-4805",1,"4823-6938",1,"Aves",NA,NA
"MN337323","MN337323.1","Goose astrovirus isolate XX, complete genome","10-DEC-2019","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7252,"Jin,Q., Chen,Y. and Zhang,G.","","XX","China",NA,"10-Jul-2018","liver","Goose","No",3,"No","No","245-3350",1,"3340-4891",1,"4909-7024",1,"Aves",NA,NA
"MN399857","MN399857.1","Goose astrovirus isolate SDXT, complete genome","18-NOV-2019","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7252,"Chen,H., Yan,M. and Tang,Y.","","SDXT","China",NA,"15-Mar-2019","","Duck","No",3,"No","No","245-3350",1,"3340-4891",1,"4909-7024",1,"Aves",NA,NA
"KT886453","KT886453.1","Chicken astrovirus isolate CAstV/Poland/G059/2014 nonstructural polyprotein gene, partial cds; and RNA-dependent RNA polymerase and capsid precursor protein genes, complete cds","01-JUL-2019","Chicken astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7382,"Sajewicz-Krukowska,J., Minta,Z. and Domanska-Blicharz,K.","","CAstV/Poland/G059/2014","Poland",NA,"Feb-2014","","Gallus gallus","No",3,"No","No","1-3427",1,"3408-4968",1,"4992-7155",1,"Aves","B",NA
"MK125058","MK125058.1","Goose astrovirus isolate JSHA, complete genome","27-MAY-2019","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7175,"Xu,R. and Lv,Y.","","JSHA","China",NA,"2016","kidney","Gosling","No",3,"No","No","10-3265",1,"3255-4806",1,"4824-6939",1,"Aves",NA,NA
"MK096775","MK096775.1","Passerine astrovirus 3 isolate PasAstV-3, complete genome","12-MAY-2019","Passerine astrovirus 3","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6628,"Fernandez-Correa,I., Truchado,D.A., Gomez-Lucia,E., Domenech,A., Perez-Tris,J., Schmidt-Chanasit,J., Cadar,D. and Benitez,L.","","PasAstV-3","French Guiana",NA,"Oct-2016","cloacal swabs","Passeriformes","No",3,"No","No","41-2684",1,"2707-4177",1,"4197-6453",1,"Aves","G",NA
"MK096774","MK096774.1","Passerine astrovirus 2 isolate PasAstV-2, complete genome","12-MAY-2019","Passerine astrovirus 2","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6864,"Fernandez-Correa,I., Truchado,D.A., Gomez-Lucia,E., Domenech,A., Perez-Tris,J., Schmidt-Chanasit,J., Cadar,D. and Benitez,L.","","PasAstV-2","French Guiana",NA,"Oct-2016","cloacal swabs","Passeriformes","No",3,"No","No","46-2752",1,"2811-4251",1,"4254-6555",1,"Aves","G",NA
"MK096773","MK096773.1","Passerine astrovirus 1 isolate PasAstV-1, complete genome","12-MAY-2019","Passerine astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6745,"Fernandez-Correa,I., Truchado,D.A., Gomez-Lucia,E., Domenech,A., Perez-Tris,J., Schmidt-Chanasit,J., Cadar,D. and Benitez,L.","","PasAstV-1","French Guiana",NA,"","","Passeriformes","No",3,"No","No","29-2753",1,"2881-4459",1,"4296-6561",1,"Aves","G",NA
"MG661261","MG661261.1","Rhesus monkey astrovirus strain GX1832, complete genome","08-MAY-2019","Rhesus monkey astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",7377,"Xin,Y.Y.","GX1832","","China",NA,"2015","feces","Rhesus monkey","No",3,"No","No","119-3185",1,"3175-4705",1,"4728-7239",1,"","R",NA
"MH712856","MH712856.1","Duck astrovirus 1 strain D51, complete genome","02-APR-2019","Duck astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A","Duck astrovirus GII.A","Astroviridae",7752,"Lan,J., Zhang,R., Li,H., Chen,J. and Jiang,S.","D51","","China",NA,"06-Feb-2012","liver","Duck","No",3,"No","No","22-3745",1,"3735-5286",1,"5309-7505",1,"Aves",NA,NA
"MH807626","MH807626.1","Goose astrovirus strain AstV/Goose/CXZ/18, complete genome","16-FEB-2019","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7252,"Yuan,Y., Wang,L., Meng,K. and Zhang,X.","AstV/Goose/CXZ/18","","China",NA,"08-Jan-2018","liver","Goose","No",3,"No","No","245-3350",1,"3340-4891",1,"4909-7024",1,"Aves",NA,NA
"KY807085","KY807085.1","Goose astrovirus isolate HN1G, complete genome","27-NOV-2018","Goose astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus","","Astroviridae",7148,"Liu,N. and Zhang,D.","","HN1G","China",NA,"20-May-2014","liver","Lingxian White Goose","No",3,"No","No","13-3268",1,"3258-4809",1,"4827-6942",1,"Aves",NA,NA
"MH453801","MH453801.1","MAG: Avastrovirus 2 isolate AstV/Red-necked Avocet/MW09/Interior genomic sequence","09-NOV-2018","Avastrovirus 2","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus galli","Avastrovirus galli","Astroviridae",6869,"Wille,M., Shi,M., Eden,J.-S., Klaassen,M., Hurt,A.C. and Holmes,E.C.","","AstV/Red-necked Avocet/MW09/Interior","Australia: Innaminka Regional Reserve",NA,"2013","cloacal swab","Red-necked Avocet","Yes",2,"No","No","0-2992",1,"2993-4520",1,"4539-6585",1,"Aves","P",NA
"MH453800","MH453800.1","MAG: Avastrovirus 2 isolate AstV/Red-necked Avocet/MW08/Interior genomic sequence","09-NOV-2018","Avastrovirus 2","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Avastrovirus galli","Avastrovirus galli","Astroviridae",6960,"Wille,M., Shi,M., Eden,J.-S., Klaassen,M., Hurt,A.C. and Holmes,E.C.","","AstV/Red-necked Avocet/MW08/Interior","Australia: Western Port Bay",NA,"2013","cloacal swab","Red-necked Avocet","Yes",2,"No","No","0-3184",1,"3185-4661",1,"4654-6649",1,"Aves","Y",NA
"MG599931","MG599931.1","Beihai tree frog astrovirus strain GDSWC169064 ORF1ab gene, partial cds; and capsid protein gene, complete cds","08-NOV-2018","Beihai tree frog astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",5247,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.","GDSWC169064","","China",NA,"","","Polypedates megacephalus","No",2,"No","No","2-1517",1,"1516-3022",1,"3040-5191",1,"Amphibia",NA,NA
"MG599918","MG599918.1","Hainan oriental leaf-toed gecko astrovirus 1 strain LPXYC174317 ORF1ab gene, partial cds; and capsid protein gene, complete cds","08-NOV-2018","Hainan oriental leaf-toed gecko astrovirus 1","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",7126,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.","LPXYC174317","","China",NA,"","","Hemidactylus bowringii","No",2,"No","No","2-2924",1,"2923-4447",1,"4487-6938",1,"Lepidosauria","R",NA
"MG599917","MG599917.1","Hainan gekko similignum astrovirus strain LPXYC188631 ORF1a gene, partial cds; and ORF1b and capsid protein genes, complete cds","08-NOV-2018","Hainan gekko similignum astrovirus","Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae","","Astroviridae",6548,"Shi,M., Lin,X.-D., Chen,X., Tian,J.-H., Chen,L.-J., Li,K., Wang,W., Eden,J.-S., Shen,J.-J., Liu,L., Holmes,E.C. and Zhuang,Y.-Z.","LPXYC188631","","China",NA,"","","Gekko similignum","No",3,"No","No","0-2286",1,"2393-3785",1,"3824-6341",1,"Lepidosauria","R",NA
