Event#,Sequence,Designation, ConsensusConsensus,Parsimony O,Conflict,SubPhPr,TreeSubDist,OuCheck,TreeSubPhPr,TreePhPr,PhPr,TrpScore,dMax(VisRD),DistRank,O:E,SubDist,Parsimony I,SetDistT,SetDistP,O:E Dist,
 383,MT138007/NA/ltr178ast1/NA/2018,MinorParent, 13.319660778453, 20, 1, 0, 0, 0, 0, 0, 0, 0, 6.82234912180468, 0, 2, 0, 20, 0, 0, 15,
 384,MN149395/NA/D390/Jinding-ducks/2013,Recombinant, 11.4944513219347, 10, 10, 0, 0, 10, 0, 0, 0, 8, 6.28466928982351, 6.5679012345679, 2, 0, 10, 0, 0, 20,
 384,MW592378/NA/HNSQ-6-China-2020/goose/2020,MajorParent, 8.15034461345025, 0, 10, 0, 0, 0, 0, 0, 0, 4, 8.00032060422978, .197530864197531, 0, 0, 0, 0, 0, 0,
 384,OQ986609/NA/RHFU/NA/2021/reverse,MinorParent, 10.355204064615, 20, 0, 0, 0, 0, 0, 0, 0, 0, 5.71501010594671, 0, 4, 0, 20, 0, 0, 15,
 385,OR907128/NA/NA/Duck/2023,Recombinant, 13.7116256028362, 0, 1, 0, 10, 5, 8, 18, 0, 0, 8.15471420448751, 0, 4, 2, 0, 0, 0, 0,
 385,MN920668/NA/war204ast1/NA/2018,MajorParent, 6.38310344116482, 0, 1, 10, 5, 5, 0, 0, 8, 4, 5.60716662198565, 0, 4, 0, 0, 2.5, 0, 0,
 385,MW826482/NA/YSN02/bird/2019,MinorParent, 9.90527095599897, 0, 1, 5, 0, 5, 4, 14, 4, 8, 6.23811917352684, 0, 4, 1, 0, 5, 0, 0,
 386,PP623814/NA/MP22-196/Mareca-falcata/2022,Recombinant, 13.417963610557, 20, 1, 0, 0, 0, 0, 0, 0, 0, 7.00973804332247, 0, 4, 0, 20, 0, 0, 15,
 386,FJ919228/NA/NA/duck/NA,MajorParent, 10.196922245153, 10, 1, 0, 0, 5, 0, 0, 0, 8, 5.72348271565459, 5.91584158415842, 0, 0, 10, 0, 0, 20,
 386,MH052598/NA/NA/goose/2017,MinorParent, 6.38511414428999, 0, 1, 0, 0, 5, 0, 0, 0, 4, 7.26677924102295, .0495049504950495, 2, 0, 0, 0, 0, 0,
 387,OM469232/NA/ANV-PB7-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,Recombinant, 15.5014427662499, 20, 0, 0, 0, 5, 0, 0, 0, 8, 8.24266322174912, 3.93564356435644, 4, 0, 20, 0, 0, 0,
 387,OM469234/NA/ANV-PB1-HI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 11.5148383559498, 20, 10, 0, 0, 5, 0, 0, 0, 4, 6.46262136847533, 0, 4, 0, 20, 0, 0, 0,
 387,NC_002470/NA/NA/turkey/NA,MinorParent, 2.98371887780034, 0, 10, 0, 0, 5, 0, 0, 0, 0, 5.29471540977555, .866336633663366, 4, 0, 0, 0, 0, 0,
 388,MW826482/NA/YSN02/bird/2019,Recombinant, 16.5076427908056, 20, 1, 10, 0, 5, 0, 0, 8, 8, 7.02964595426004, .124688279301746, 4, 0, 20, 0, 0, 0,
 388,NC_005790/NA/NA/NA/NA,MajorParent, 2.51744379530157, 0, 1, 0, 0, 5, 0, 0, 0, 0, 5.99972313640622, 0, 4, 2, 0, 5, 0, 0,
 388,MN920671/NA/ytb089ast01/NA/2018,MinorParent, 10.9749134138928, 20, 1, 5, 0, 5, 0, 0, 4, 4, 6.97063090933374, 0, 4, 1, 20, 2.5, 0, 0,
 389,MW826482/NA/YSN02/bird/2019,Recombinant, 12.4238085850638, 20, 1, 10, 0, 5, 8, 14, 8, 4, 6.42022941183993, 0, 4, 2, 20, 2.5, 0, 0,
 389,MN920668/NA/war204ast1/NA/2018,MajorParent, 5.77136297186616, 0, 1, 0, 10, 5, 0, 0, 0, 0, 8.38510748976194, 0, 4, 0, 0, 0, 0, 0,
 389,MH052598/NA/NA/goose/2017,MinorParent, 11.8048284430701, 20, 1, 5, 5, 5, 8, 18, 4, 8, 5.19466309839814, 0, 4, 1, 20, 5, 0, 0,
 390,MN149394/NA/D200/Jinding-ducks/2013,Recombinant, 12.3742235644928, 20, 1, 5, 0, 5, 0, 0, 4, 4, 7.10147492163102, 0, 4, 1, 20, 0, 0, 0,
 390,OM264912/NA/NA/goslings/2019,MajorParent, 8.92100090513907, 10, 1, 10, 0, 5, 0, 0, 8, 0, 4.86415556660529, 0, 4, 2, 10, 5, 0, 0,
 390,PV780437/NA/JX05/Anser-anser/2025,MinorParent, 8.70477553036808, 0, 1, 0, 0, 5, 0, 0, 0, 8, 8.03436951176369, .276381909547739, 4, 0, 0, 2.5, 0, 0,
 391,OR286521/NA/SDAU2022-2/chicken/2022,Recombinant, 19.6893457037104, 20, 1, 10, 0, 10, 0, 0, 8, 8, 8.21964404820788, 3.46733668341709, 4, 2, 20, 5, 5, 20,
 391,OR286522/NA/SDAU2022-1/chicken/2022,MajorParent, 1.15018937282438, 0, 1, 5, 0, 0, 0, 0, 0, 4, 5.29419488677818, 2.61306532663317, 0, 0, 0, 0, 0, 0,
 391,PP623814/NA/MP22-196/Mareca-falcata/2022,MinorParent, 9.16046492346524, 20, 1, 0, 0, 0, 0, 0, 4, 0, 6.48616106501394, 0, 2, 1, 20, 2.5, 5, 15,
 392,OQ986609/NA/RHFU/NA/2021/reverse,Recombinant, 14.3326388122593, 20, 1, 10, 5, 5, 8, 18, 8, 0, 5.44343677585023, .126262626262626, 4, 1, 20, 0, 0, 0,
 392,MH052598/NA/NA/goose/2017,MajorParent, 8.87649126081823, 10, 1, 5, 0, 5, 4, 14, 4, 8, 6.88284241473223, 0, 4, 2, 10, 5, 0, 0,
 392,FJ919228/NA/NA/duck/NA,MinorParent, 6.79086992692249, 0, 1, 0, 10, 5, 0, 0, 0, 4, 7.67372080941754, 0, 4, 0, 0, 2.5, 5, 0,
 393,MN725025/NA/NA/chicken/2018,Recombinant, 19.1907644693187, 0, 1, 10, 10, 5, 8, 18, 8, 8, 7.57427380665137, 0, 4, 2, 0, 5, 0, 0,
 393,MK746105/NA/AAstV-Chicken-CHN-2017-NJ1701/chicken/2017,MajorParent, 7.26666461253623, 0, 1, 0, 10, 5, 4, 14, 0, 0, 6.21442982588282, .0505050505050505, 4, 0, 0, 2.5, 5, 0,
 393,KX397575/NA/CC-CkAstV/chicken/NA,MinorParent, 3.54257091814508, 0, 1, 5, 0, 5, 0, 0, 4, 4, 6.21129636746581, .151515151515152, 4, 1, 0, 0, 0, 0,
 394,MT993583/NA/MW06-2o/Arenaria-interpres-(ruddy-turnstone)/2014,Recombinant, 15.8203483684045, 20, 1, 0, 0, 10, 0, 0, 0, 4, 6.99633406831039, .984848484848485, 4, 0, 20, 0, 0, 15,
 394,MN920667/NA/tom152ast2/NA/2018,MajorParent, 13.8649141599856, 20, 1, 0, 0, 0, 0, 0, 0, 8, 6.89492487190356, 0, 2, 0, 20, 0, 0, 20,
 394,PV093019/NA/NA/Neogale-vison/2023,MinorParent, .314737471609859, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6.10874105978605, .808080808080808, 0, 0, 0, 0, 0, 0,
 395,MW588063/NA/NA/NA/NA,Recombinant, 17.5315367963206, 20, 1, 0, 0, 10, 0, 0, 0, 8, 6.60483621804635, 0, 4, 0, 20, 0, 0, 20,
 395,NC_005790/NA/NA/NA/NA,MajorParent, 6.8575087807948, 10, 1, 0, 0, 0, 0, 0, 0, 4, 5.91646905874231, .176767676767677, 0, 0, 10, 0, 0, 15,
 395,MZ375139/NA/3PE-RDRP-2/Phrynocephalus-erythrurus/2020,MinorParent, 5.61095442288458, 0, 1, 0, 0, 0, 0, 0, 0, 0, 7.47869472321134, 0, 0, 0, 0, 0, 0, 0,
 396,AB033998/NA/NA/NA/NA,Recombinant, 16.8945700119949, 20, 1, 10, 0, 0, 0, 0, 8, 4, 8.04878492069616, 0, 2, 0, 20, 0, 0, 15,
 396,OM469231/NA/ANV-PB21-SI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 10.9661037401627, 10, 1, 5, 0, 10, 0, 0, 4, 8, 5.86978890751831, 0, 0, 1, 10, 5, 5, 20,
 396,PV793828/NA/AstroviridaeGoosefe87/Anser-sp-/2024,MinorParent, 2.13932624784241, 0, 1, 0, 0, 0, 0, 0, 0, 0, 6.08142617178553, 0, 4, 2, 0, 2.5, 0, 0,
 397,KF753806/NA/NA/NA/2012,Recombinant, 15.0865773722174, 20, 1, 10, 10, 5, 8, 18, 8, 4, 5.17493492652295, 0, 0, 2, 20, 5, 0, 20,
 397,MW505490/NA/NA/goose/2019,MajorParent, 9.46821253750637, 0, 1, 0, 5, 5, 0, 0, 0, 8, 9.65207060902644, .378787878787879, 0, 0, 20, 2.5, 0, 15,
 397,FJ919228/NA/NA/duck/NA,MinorParent, 5.44521009027619, 20, 1, 5, 0, 5, 4, 14, 4, 0, 5.17299446445061, .934343434343434, 4, 1, 0, 0, 0, 0,
 398,NC_005790/NA/NA/NA/NA,Recombinant, 10.2924257806036, 20, 1, 5, 0, 5, 0, 0, 0, 4, 6.60938065903102, .681818181818182, 0, 1, 20, 2.5, 0, 20,
 398,MN307120/NA/AstV-HN03-Goose-0402-19/goose/2019,MajorParent, 9.5894840284617, 0, 1, 10, 0, 5, 0, 0, 8, 8, 6.63815068819355, 1.81818181818182, 4, 2, 0, 5, 5, 0,
 398,FJ919228/NA/NA/duck/NA,MinorParent, 10.1180901909347, 10, 1, 0, 0, 5, 0, 0, 4, 0, 6.75246865277542, .707070707070707, 2, 0, 20, 0, 0, 15,
 399,AF206663/NA/NA/NA/NA,Recombinant, 14.6873328403107, 20, 1, 0, 0, 5, 0, 0, 0, 8, 6.415819724241, .0757575757575758, 4, 0, 20, 0, 0, 0,
 399,ON382519/NA/GAstV-GD2101/goose/2021,MajorParent, 13.0858652960331, 10, 1, 0, 0, 5, 0, 0, 0, 4, 7.30171749990129, 3.20707070707071, 4, 0, 10, 0, 0, 0,
 399,OR134520/NA/NA/Muscovy-duck/2022,MinorParent, 2.22680186365613, 0, 1, 0, 0, 5, 0, 0, 0, 0, 6.28246277585771, .782828282828283, 4, 0, 0, 0, 0, 0,
 400,KT946718/NA/D11-139-HK/house-crow/NA,Recombinant, 18.1983952443204, 20, 1, 0, 0, 5, 0, 0, 8, 8, 7.60199305986416, 0, 4, 0, 20, 0, 0, 0,
 400,KT946720/NA/D11-515-HK/house-crow/NA,MajorParent, 10.2116184104532, 20, 1, 0, 0, 5, 0, 0, 4, 4, 7.16210343386956, 4.11616161616162, 4, 2, 20, 0, 0, 0,
 400,OM100594/NA/AstV-HB03-Goose-0810-19/goose/2019,MinorParent, 1.58998634522636, 0, 1, 0, 0, 5, 0, 0, 0, 0, 5.23590350626629, 0, 4, 1, 0, 0, 0, 0,
 401,OR571426/NA/SDAU2022-3/chicken/2023,Recombinant, 13.8912389695131, 20, 1, 10, 10, 5, 4, 14, 8, 8, 6.06576279746699, 0, 4, 0, 20, 0, 0, 0,
 401,MW505490/NA/NA/goose/2019,MajorParent, 9.88982000250222, 0, 1, 0, 0, 5, 8, 18, 0, 0, 8.92067568739342, .0759493670886076, 4, 2, 0, 5, 0, 0,
 401,KX397576/NA/CkP5/chicken/NA,MinorParent, 6.21894102798466, 10, 1, 5, 5, 5, 0, 0, 4, 4, 5.0135615151396, 0, 4, 1, 10, 2.5, 0, 0,
 402,JF414802/NA/GA2011/chicken/2007,Recombinant, 13.062954117019, 0, 1, 5, 0, 5, 4, 18, 8, 4, 7.48123570158049, 0, 0, 2, 0, 5, 5, 0,
 402,KX397576/NA/CkP5/chicken/NA,MajorParent, 8.28047485855767, 0, 1, 0, 10, 5, 8, 0, 0, 8, 5.72125278112001, 0, 4, 0, 0, 0, 0, 20,
 402,MT789787/NA/CAstV-CA-SK-Chicken-19-0981-19/chicken/2019,MinorParent, 8.65657102442328, 0, 1, 10, 5, 5, 0, 14, 4, 0, 6.79751151729949, 0, 0, 1, 0, 2.5, 5, 0,
 403,MW588064/NA/NA/NA/NA,Recombinant, 15.4441379096715, 20, 1, 0, 0, 10, 0, 0, 0, 4, 6.753655039963, 1.0126582278481, 4, 0, 20, 0, 0, 20,
 403,PV793827/NA/AstroviridaeCranefe81/Leucogeranus-leucogeranus/2024,MajorParent, 4.9603028973472, 0, 1, 0, 0, 0, 0, 0, 0, 8, 6.75387796355264, 0, 0, 0, 0, 0, 0, 0,
 403,PP711188/NA/Hplan-A-304122/Heteronotia-planiceps/2017,MinorParent, 9.59555919298135, 20, 1, 0, 0, 0, 0, 0, 0, 0, 6.49246699648436, 0, 2, 0, 20, 0, 0, 15,
 404,KT946724/NA/D11-440-HK/feral-pigeon/NA,Recombinant, 11.1571777299819, 20, 1, 5, 0, 5, 0, 0, 0, 8, 5.84405595853866, 0, 4, 0, 20, 0, 0, 0,
 404,PP711188/NA/Hplan-A-304122/Heteronotia-planiceps/2017,MajorParent, 10.0193117056053, 20, 1, 0, 0, 5, 0, 0, 8, 0, 5.803136052944, .0506329113924051, 4, 2, 20, 0, 0, 0,
 404,MH052598/NA/NA/goose/2017,MinorParent, 8.82351056441283, 0, 1, 10, 0, 5, 0, 0, 4, 4, 8.35280798851734, 0, 4, 1, 0, 0, 0, 0,
 405,MH052598/NA/NA/goose/2017,Recombinant, 15.0114993077097, 0, 1, 10, 10, 10, 8, 18, 8, 8, 7.36978445530945, 0, 4, 2, 0, 5, 0, 15,
 405,MK746105/NA/AAstV-Chicken-CHN-2017-NJ1701/chicken/2017,MajorParent, 7.01084220735513, 20, 1, 0, 5, 0, 0, 0, 0, 4, 5.52960632661598, .531645569620253, 0, 0, 20, 2.5, 0, 20,
 405,MT993596/NA/MW10-1o/Arenaria-interpres-(ruddy-turnstone)/2015,MinorParent, 7.97765848493516, 20, 1, 5, 0, 0, 4, 14, 4, 0, 7.10060921807457, 0, 2, 1, 20, 0, 0, 0,
 406,MN807051/NA/AAstV-Chicken-CHN-2018-CZ1801/Gallus-gallus/2018,Recombinant, 12.4042608390606, 20, 1, 5, 5, 0, 8, 18, 4, 8, 5.03800112948531, .784810126582278, 4, 2, 20, 5, 0, 15,
 406,OM100594/NA/AstV-HB03-Goose-0810-19/goose/2019,MajorParent, 8.81931296154466, 0, 1, 0, 10, 10, 0, 0, 0, 4, 9.95579754685983, 0, 0, 0, 0, 2.5, 0, 20,
 406,JX624774/NA/NA/Pekin-duck/NA,MinorParent, 8.77642619939474, 20, 1, 10, 0, 0, 4, 14, 8, 0, 5.00620132365487, 0, 4, 1, 20, 0, 0, 0,
 407,JX624774/NA/NA/Pekin-duck/NA,Recombinant, 10.5975671436927, 20, 1, 10, 0, 0, 8, 18, 8, 0, 4.92913484278882, 0, 4, 1, 20, 0, 0, 0,
 407,OM100594/NA/AstV-HB03-Goose-0810-19/goose/2019,MajorParent, 9.66822829002822, 0, 1, 0, 10, 10, 4, 14, 0, 4, 8.91211681548607, 0, 0, 0, 0, 2.5, 0, 20,
 407,MK746105/NA/AAstV-Chicken-CHN-2017-NJ1701/chicken/2017,MinorParent, 9.7342045662791, 20, 1, 5, 5, 0, 0, 0, 4, 8, 6.1587483417251, .757575757575758, 4, 2, 20, 5, 0, 15,
 408,OM100594/NA/AstV-HB03-Goose-0810-19/goose/2019,Recombinant, 13.5491795767758, 20, 1, 10, 0, 5, 0, 0, 8, 8, 6.86024078168815, 0, 4, 2, 20, 2.5, 0, 0,
 408,MK746105/NA/AAstV-Chicken-CHN-2017-NJ1701/chicken/2017,MajorParent, 3.00461359718871, 0, 1, 0, 0, 5, 0, 0, 0, 4, 5.48144935416972, .858585858585859, 4, 1, 0, 5, 0, 0,
 408,MT993596/NA/MW10-1o/Arenaria-interpres-(ruddy-turnstone)/2015,MinorParent, 13.4462068260355, 20, 1, 5, 0, 5, 0, 0, 4, 0, 7.65830986414213, 0, 4, 0, 20, 0, 0, 0,
 409,PV793827/NA/AstroviridaeCranefe81/Leucogeranus-leucogeranus/2024,Recombinant, 12.0281908644698, 20, 1, 5, 10, 5, 0, 0, 4, 8, 7.04854945507581, .0757575757575758, 4, 2, 20, 5, 0, 0,
 409,PV793826/NA/AstroviridaeCranefe67/Leucogeranus-leucogeranus/2024,MajorParent, 10.1146177176044, 0, 1, 10, 0, 5, 8, 18, 8, 0, 6.67721287687908, .0757575757575758, 4, 1, 0, 2.5, 0, 0,
 409,MW588064/NA/NA/NA/NA,MinorParent, 7.85719141792572, 20, 1, 0, 10, 5, 0, 0, 0, 8, 6.27423766804511, 0, 4, 0, 20, 0, 0, 0,
 410,MG661261/NA/NA/NA/2015,Recombinant, 12.0514340742039, 20, 1, 0, 0, 5, 0, 0, 0, 4, 6.03488227219773, .227272727272727, 4, 0, 20, 0, 0, 0,
 410,AB033998/NA/NA/NA/NA,MajorParent, 7.05546131368113, 0, 1, 0, 0, 5, 0, 0, 0, 0, 7.21993999914384, .505050505050505, 4, 0, 0, 0, 0, 0,
 410,PP871786/NA/astro-vt-68/Gallus-gallus/2014,MinorParent, 10.893104612115, 10, 1, 0, 0, 5, 0, 0, 0, 8, 6.74517772865843, 0, 4, 0, 10, 0, 0, 0,
 411,PP382209/NA/J3-2021/Jiangnan-White-Goose/2021,Recombinant, 17.8427416949052, 20, 1, 0, 0, 5, 0, 0, 0, 8, 7.40322458751965, 1.21212121212121, 4, 0, 20, 0, 0, 0,
 411,OR907134/NA/NA/Goose/2022,MajorParent, 9.96004486275949, 10, 1, 0, 0, 5, 0, 0, 0, 4, 6.46422730464807, .252525252525253, 4, 0, 20, 0, 0, 0,
 411,KT946718/NA/D11-139-HK/house-crow/NA,MinorParent, 2.19721344233532, 0, 1, 0, 0, 5, 0, 0, 0, 0, 6.13254810783228, 0, 4, 0, 0, 0, 0, 0,
 412,KT946720/NA/D11-515-HK/house-crow/NA,Recombinant, 10.3642714449101, 20, 1, 0, 0, 5, 0, 0, 0, 0, 5.78493008005967, 0, 4, 0, 20, 0, 0, 0,
 412,OM264911/NA/NA/goslings/2019,MajorParent, 10.3089812997735, 0, 1, 0, 0, 5, 0, 0, 0, 8, 7.5140083688902, .883838383838384, 4, 0, 0, 0, 0, 0,
 412,OR907134/NA/NA/Goose/2022,MinorParent, 9.32674725531635, 10, 1, 0, 0, 5, 0, 0, 0, 4, 6.70106155105013, .277777777777778, 4, 0, 10, 0, 0, 0,
 413,OR907134/NA/NA/Goose/2022,Recombinant, 14.1153730772327, 10, 1, 0, 0, 5, 0, 0, 0, 4, 7.81276589890132, .277078085642317, 4, 0, 10, 0, 0, 0,
 413,OM264911/NA/NA/goslings/2019,MajorParent, 4.02228350755391, 0, 1, 0, 0, 5, 0, 0, 0, 8, 6.03880860242182, .881612090680101, 4, 0, 0, 0, 0, 0,
 413,KT946718/NA/D11-139-HK/house-crow/NA,MinorParent, 11.8623434152134, 20, 1, 0, 0, 5, 0, 0, 0, 0, 6.14842549867686, 0, 4, 0, 20, 0, 0, 0,
 414,KT946725/NA/D10-5628-HK/spotted-dove/NA,Recombinant, 17.6909273793227, 20, 1, 0, 0, 5, 0, 0, 0, 8, 7.1988707862628, 0, 4, 0, 20, 0, 0, 0,
 414,MT137999/NA/coa196ast1/NA/2018,MajorParent, 8.06390480117237, 10, 1, 0, 0, 5, 0, 0, 0, 0, 6.5563684319814, 0, 4, 0, 10, 0, 0, 0,
 414,KT946723/NA/D11-336-2-HK/spotted-dove/NA,MinorParent, 4.24516781950496, 0, 1, 0, 0, 5, 0, 0, 0, 8, 6.24476078175581, 0, 4, 0, 0, 0, 0, 0,
 415,MZ150559/NA/ANV-Chicken-CHN-2020-AH202017/chicken/2020,Recombinant, 12.1751428034462, 20, 1, 5, 0, 5, 0, 0, 4, 8, 6.40631870843516, 0, 4, 1, 20, 2.5, 0, 0,
 415,MW385412/NA/NA/Crow/2017,MajorParent, 5.71051924940944, 0, 1, 10, 0, 5, 0, 0, 8, 0, 6.07144659210296, 0, 4, 2, 0, 5, 0, 0,
 415,AB033998/NA/NA/NA/NA,MinorParent, 12.1143379471444, 10, 1, 0, 0, 5, 0, 0, 0, 4, 7.52223469946188, .0755667506297229, 4, 0, 20, 0, 0, 0,
 416,PP871786/NA/astro-vt-68/Gallus-gallus/2014,Recombinant, 17.4675850815678, 20, 1, 0, 0, 0, 0, 0, 8, 4, 9.12155586624293, 0, 0, 2, 20, 0, 0, 15,
 416,OM469235/NA/ANV-PB15-HI11-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 7.33415425119656, 10, 1, 10, 0, 10, 0, 0, 4, 8, 4.91647444115087, 0, 4, 1, 0, 0, 0, 0,
 416,MK096774/NA/PasAstV-2/Passeriformes/2016,MinorParent, 5.19826066723564, 0, 1, 0, 0, 0, 0, 0, 0, 0, 5.96196969260619, 0, 2, 0, 0, 0, 0, 20,
 417,MG599918/NA/NA/Hemidactylus-bowringii/NA,Recombinant, 14.8625957233531, 20, 1, 10, 5, 5, 8, 14, 8, 0, 6.99733101123549, 0, 4, 1, 20, 2.5, 0, 0,
 417,MN127953/NA/NA/goose/2019,MajorParent, 6.35236588337674, 0, 1, 0, 10, 5, 0, 18, 0, 8, 6.91240230345125, 0, 4, 0, 0, 0, 0, 0,
 417,MZ375139/NA/3PE-RDRP-2/Phrynocephalus-erythrurus/2020,MinorParent, 8.78503839327019, 20, 1, 5, 0, 5, 8, 0, 4, 0, 6.09026668531326, 0, 4, 2, 20, 5, 0, 0,
 418,PV093021/NA/NA/Neogale-vison/2023,Recombinant, 18.2877537867143, 20, 10, 0, 0, 5, 0, 0, 0, 8, 7.97305403403802, .428211586901763, 4, 0, 20, 0, 0, 0,
 418,PV093019/NA/NA/Neogale-vison/2023,MajorParent, 10.1283078258541, 10, 10, 0, 0, 5, 0, 0, 0, 4, 7.36808278133568, 0, 4, 0, 10, 0, 0, 0,
 418,MG599910/NA/NA/Duttaphrynus-melanostictus/NA,MinorParent, 1.58393838743164, 0, 0, 0, 0, 5, 0, 0, 0, 0, 4.65886318462631, 4.28211586901763, 4, 0, 0, 0, 0, 0,
 419,OR924087/NA/NA/Duck/2021,Recombinant, 16.808345019108, 20, 10, 10, 0, 0, 0, 0, 8, 8, 6.95246258258772, 1.33501259445844, 2, 1, 20, 5, 5, 15,
 419,OR924089/NA/NA/Duck/2021,MajorParent, 1.75781707715137, 0, 0, 0, 0, 10, 0, 0, 0, 4, 6.26371161993109, 1.23425692695214, 0, 0, 0, 0, 0, 0,
 419,KJ020899/NA/NA/duck/2013,MinorParent, 11.4338379037406, 20, 10, 5, 0, 0, 0, 0, 4, 0, 6.78382579748119, 1.46095717884131, 4, 2, 20, 2.5, 5, 20,
 420,MK096774/NA/PasAstV-2/Passeriformes/2016,Recombinant, 13.9809609884604, 20, 10, 0, 0, 5, 0, 0, 0, 0, 7.0895737330701, 0, 4, 0, 20, 0, 0, 0,
 420,KT946718/NA/D11-139-HK/house-crow/NA,MajorParent, 4.00619297264411, 0, 0, 0, 0, 5, 0, 0, 0, 8, 6.23591924133583, .327455919395466, 4, 0, 0, 0, 5, 0,
 420,OQ986609/NA/RHFU/NA/2021/reverse,MinorParent, 12.0128460388955, 20, 10, 0, 0, 5, 0, 0, 0, 4, 6.67450702559406, 0, 4, 0, 20, 0, 0, 0,
 421,OQ685945/NA/ANV-ck-TZ-Iringa-2151-IM162-2019/Gallus-gallus/2019,Recombinant, 16.1087146028171, 20, 1, 0, 0, 5, 0, 0, 0, 8, 9.3566303894846, 0, 4, 0, 20, 0, 0, 0,
 421,OM469233/NA/ANV-PB11-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 9.42070250439676, 20, 1, 0, 0, 5, 0, 0, 0, 4, 5.01202769187474, .604534005037783, 4, 0, 20, 0, 0, 0,
 421,PP711188/NA/Hplan-A-304122/Heteronotia-planiceps/2017,MinorParent, 4.47058289278616, 0, 1, 0, 0, 5, 0, 0, 0, 0, 5.63134191864066, 0, 4, 0, 0, 0, 5, 0,
 422,OR902759/NA/NA/goose/2023,Recombinant, 11.4684204661219, 20, 1, 0, 0, 5, 0, 0, 0, 8, 6.6054352924868, .151133501259446, 4, 0, 20, 0, 0, 0,
 422,OR902760/NA/NA/goose/2023,MajorParent, 10.578950968934, 20, 1, 0, 0, 5, 0, 0, 0, 8, 6.594757124995, .201511335012594, 4, 0, 20, 0, 0, 0,
 422,OR924090/NA/NA/Goose/2021,MinorParent, 7.95262856494406, 0, 1, 0, 0, 5, 0, 0, 0, 8, 6.7998075825182, .251889168765743, 4, 0, 0, 0, 5, 0,
 423,PV093018/NA/NA/Neogale-vison/2023,Recombinant, 19.6103678982404, 20, 10, 5, 0, 10, 0, 0, 4, 8, 8.20978265089398, 4.19597989949749, 0, 2, 20, 5, 5, 15,
 423,PV093021/NA/NA/Neogale-vison/2023,MajorParent, 9.74785140914763, 10, 0, 10, 0, 0, 0, 0, 8, 4, 7.14527546333354, 0, 4, 0, 10, 0, 0, 20,
 423,ON382519/NA/GAstV-GD2101/goose/2021,MinorParent, .641780692611951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4.64494188577248, 1.85929648241206, 2, 1, 0, 2.5, 0, 0,
 424,PV780434/NA/JX02/Anser-anser/2023,Recombinant, 10.7669154503114, 0, 1, 5, 10, 5, 8, 18, 0, 4, 7.39146373836109, 0, 4, 0, 0, 5, 0, 0,
 424,OM469232/NA/ANV-PB7-HI6-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 10.0828545865198, 20, 1, 0, 0, 5, 4, 14, 4, 8, 5.83916972725226, 0, 4, 1, 20, 0, 0, 0,
 424,PP871808/NA/astro-vt-90/Gallus-gallus/2015,MinorParent, 9.15022996316879, 10, 1, 10, 5, 5, 0, 0, 8, 0, 6.76936653438664, .0251256281407035, 4, 2, 10, 2.5, 5, 0,
 425,MW385412/NA/NA/Crow/2017,Recombinant, 14.9728477237694, 20, 1, 10, 0, 5, 8, 18, 8, 4, 5.96716378926492, .904522613065327, 0, 1, 20, 0, 0, 20,
 425,MT789780/NA/CAstV-CA-AB-Chicken-15-1262c-15/chicken/2015,MajorParent, 5.99377248062049, 0, 1, 0, 5, 5, 0, 0, 0, 8, 8.93513000646341, 0, 2, 0, 0, 2.5, 5, 0,
 425,MW505490/NA/NA/goose/2019,MinorParent, 9.03337979561008, 10, 1, 5, 10, 5, 4, 14, 4, 0, 5.09770620427168, 0, 4, 2, 10, 5, 5, 15,
 426,MN732558/NA/NA/Gallus-gallus-(broiler)/2018,Recombinant, 13.3325450250027, 20, 1, 10, 10, 5, 8, 18, 4, 4, 5.88091383627774, 0, 4, 0, 20, 0, 5, 0,
 426,PP871798/NA/astro-vt-80/Sus-scrofa-(wild-boar)/2015,MajorParent, 3.89263528795108, 0, 1, 0, 0, 5, 0, 0, 0, 0, 7.38049366310511, 0, 4, 2, 0, 5, 0, 0,
 426,OM469230/NA/ANV-PB31-SI19-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MinorParent, 12.7748196870462, 20, 1, 5, 5, 5, 4, 14, 8, 8, 6.73859250061715, .401002506265664, 4, 1, 20, 2.5, 0, 0,
 427,MN732558/NA/NA/Gallus-gallus-(broiler)/2018,Recombinant, 13.9395440987345, 20, 1, 5, 5, 5, 8, 18, 4, 8, 6.58217703346281, 0, 4, 0, 20, 2.5, 0, 15,
 427,OM469231/NA/ANV-PB21-SI5-Switzerland-2019/Gallus-gallus-domesticus-(broiler)/2019,MajorParent, 7.29695144297736, 10, 1, 0, 0, 5, 0, 0, 0, 4, 6.52387398847698, .175438596491228, 4, 1, 10, 5, 5, 20,
