ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,class,1A,1A-strand,1B,1B-strand,2,2-strand
OQ802712,OQ802712.1,MAG: Jingmen bat astrovirus 12 isolate JM_Rh.sinicus_astro_2 genomic sequence,30-OCT-2023,Jingmen bat astrovirus 12,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6488,"Chen,Y.-M., Hu,S.-J. and Zhang,Y.-Z.",,JM_Rh.sinicus_astro_2,China: Jingmen,,2016/2017,,Rhinolophus sinicus,Yes,3,No,No,Mammalia,6-2670,1.0,2546-4163,1.0,4059-6186,1.0
OQ802710,OQ802710.1,MAG: Jingmen bat astrovirus 11 isolate JM_My.chinensis_astro_6 genomic sequence,30-OCT-2023,Jingmen bat astrovirus 11,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5051,"Chen,Y.-M., Hu,S.-J. and Zhang,Y.-Z.",,JM_My.chinensis_astro_6,China: Jingmen,,2016/2017,,Myotis chinensis,Yes,3,No,No,Mammalia,1-1204,1.0,1170-2757,1.0,2743-4927,1.0
OQ802704,OQ802704.1,MAG: Jingmen bat astrovirus 8 isolate JM_My.chinensis_astro_1 genomic sequence,30-OCT-2023,Jingmen bat astrovirus 8,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6661,"Chen,Y.-M., Hu,S.-J. and Zhang,Y.-Z.",,JM_My.chinensis_astro_1,China: Jingmen,,2016/2017,,Myotis chinensis,Yes,3,No,No,Mammalia,18-2658,1.0,2612-4214,1.0,4158-6351,1.0
OR552421,OR552421.1,MAG: Bat astrovirus isolate seven genomic sequence,30-SEP-2023,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6541,"Roev,G.V., Khafizov,K.F., Borisova,N.I., Agletdinov,M.R., Chistyakova,N.V. and Akimkin,V.G.",,seven,Russia: Moscow,,Feb-2023,feces,Nyctalus noctula,Yes,3,No,No,Mammalia,2-2561,1.0,2557-4078,1.0,4070-6455,1.0
MW826483,MW826483.1,Avastrovirus sp. isolate YSN01 genomic sequence,05-SEP-2023,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6948,"Zhu,W., Huang,Y. and Yang,J.",,YSN01,China,,Jul-2019,feces,bird,No,3,No,No,,110-2807,1.0,2932-4294,1.0,4312-6829,1.0
MW826482,MW826482.1,Avastrovirus sp. isolate YSN02 genomic sequence,05-SEP-2023,Avastrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,6835,"Zhu,W., Huang,Y. and Yang,J.",,YSN02,China,,Jul-2019,feces,bird,No,3,No,No,,46-2788,1.0,2988-4377,1.0,4291-6646,1.0
OR350291,OR350291.1,"MAG: Limnochromis auritus astrovirus isolate F32 RNA-dependent RNA polymerase gene, partial cds",15-AUG-2023,Limnochromis auritus astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2442,"Costa,V.A., Ronco,F., Mifsud,J.C.O., Harvey,E., Salzburger,W. and Holmes,E.C.",,F32,Zambia,,28-Aug-2017,lower pharyngeal jaw,Limnochromis auritus,Yes,1,No,No,Actinopteri,NA-NA,,0-2442,1.0,NA-NA,
OR350289,OR350289.1,"MAG: Benthochromis horii astrovirus isolate F31 RNA-dependent RNA polymerase gene, partial cds",15-AUG-2023,Benthochromis horii astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2316,"Costa,V.A., Ronco,F., Mifsud,J.C.O., Harvey,E., Salzburger,W. and Holmes,E.C.",,F31,Zambia,,25-Aug-2016,lower pharyngeal jaw,Benthochromis horii,Yes,1,No,No,Actinopteri,NA-NA,,0-2316,1.0,NA-NA,
OR350285,OR350285.1,"MAG: Xenotilapia nasus astrovirus 1 isolate F29 RNA-dependent RNA polymerase gene, partial cds",15-AUG-2023,Xenotilapia nasus astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2316,"Costa,V.A., Ronco,F., Mifsud,J.C.O., Harvey,E., Salzburger,W. and Holmes,E.C.",,F29,Zambia,,30-Aug-2016,lower pharyngeal jaw,Xenotilapia nasus,Yes,1,No,No,Actinopteri,NA-NA,,0-2316,1.0,NA-NA,
OR350281,OR350281.1,"MAG: Enantiopus melanogenys astrovirus isolate F26 RNA-dependent RNA polymerase gene, partial cds",15-AUG-2023,Enantiopus melanogenys astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1983,"Costa,V.A., Ronco,F., Mifsud,J.C.O., Harvey,E., Salzburger,W. and Holmes,E.C.",,F26,Tanzania,,27-Jan-2017,gill,Enantiopus melanogenys,Yes,1,No,No,Actinopteri,NA-NA,,0-1983,1.0,NA-NA,
OR350280,OR350280.1,"MAG: Xenotilapia boulengeri astrovirus isolate F25 RNA-dependent RNA polymerase gene, partial cds",15-AUG-2023,Xenotilapia boulengeri astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1926,"Costa,V.A., Ronco,F., Mifsud,J.C.O., Harvey,E., Salzburger,W. and Holmes,E.C.",,F25,Zambia,,21-Jul-2014,gill,Xenotilapia boulengeri,Yes,1,No,No,Actinopteri,NA-NA,,0-1926,1.0,NA-NA,
OR270059,OR270059.1,"MAG: Retropinna astrovirus 1 isolate MAR-S ORF1ab gene, complete cds",14-AUG-2023,Retropinna astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2886,"Grimwood,R.M., Fortune-Kelly,G., Holmes,E.C., Ingram,T. and Geoghegan,J.L.",,MAR-S,New Zealand,,2021,gill,Retropinna retropinna,Yes,1,No,No,Actinopteri,NA-NA,,0-2886,1.0,NA-NA,
OR270057,OR270057.1,"MAG: Porure astrovirus 1 isolate KAI-S ORF1ab gene, partial cds",14-AUG-2023,Porure astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1447,"Grimwood,R.M., Fortune-Kelly,G., Holmes,E.C., Ingram,T. and Geoghegan,J.L.",,KAI-S,New Zealand,,2021,gill,Retropinna retropinna,Yes,1,No,No,Actinopteri,NA-NA,,1-1446,-1.0,NA-NA,
OP589985,OP589985.1,"MAG: Bat astrovirus 10 isolate EBW/Sk/9 ORF1ab and capsid protein genes, partial cds",07-AUG-2023,Bat astrovirus 10,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4760,"Van Brussel,K., Mahar,J.E., Hall,J., Bender,H., Ortiz-Baez,A.S., Chang,W.-S., Holmes,E.C. and Rose,K.",,EBW/Sk/9,Australia: Yass,,2013/2021,skin,Miniopterus orianae oceanensis,Yes,2,No,No,Mammalia,2-689,1.0,688-2278,1.0,2237-4760,1.0
OP589980,OP589980.1,"MAG: Bat astrovirus 5 isolate EBW/Sk/4 ORF1ab and capsid protein genes, partial cds",07-AUG-2023,Bat astrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4783,"Van Brussel,K., Mahar,J.E., Hall,J., Bender,H., Ortiz-Baez,A.S., Chang,W.-S., Holmes,E.C. and Rose,K.",,EBW/Sk/4,Australia: Yass,,2013/2021,skin,Miniopterus orianae oceanensis,Yes,2,No,No,Mammalia,2-2549,1.0,2548-4138,1.0,4097-4783,1.0
OP589978,OP589978.1,"MAG: Bat astrovirus 3 isolate EBW/Sk/2 ORF1ab gene, partial cds; and capsid protein gene, complete cds",07-AUG-2023,Bat astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6748,"Van Brussel,K., Mahar,J.E., Hall,J., Bender,H., Ortiz-Baez,A.S., Chang,W.-S., Holmes,E.C. and Rose,K.",,EBW/Sk/2,Australia: Yass,,2013/2021,skin,Miniopterus orianae oceanensis,Yes,2,No,No,Mammalia,1-2599,1.0,2598-4173,1.0,4156-6688,1.0
OP589977,OP589977.1,"MAG: Bat astrovirus 2 isolate EBW/Sk/1 ORF1ab gene, partial cds; and capsid protein gene, complete cds",07-AUG-2023,Bat astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6765,"Van Brussel,K., Mahar,J.E., Hall,J., Bender,H., Ortiz-Baez,A.S., Chang,W.-S., Holmes,E.C. and Rose,K.",,EBW/Sk/1,Australia: Yass,,2013/2021,skin,Miniopterus orianae oceanensis,Yes,2,No,No,Mammalia,2-2621,1.0,2620-4195,1.0,4178-6707,1.0
OQ693700,OQ693700.1,"Astroviridae sp. isolate DAstV-1 ORF1a (ORF1a) and ORF1b (ORF1b) genes, partial cds; and ORF2 (ORF2) gene, complete cds",29-JUL-2023,Astroviridae sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6317,"Tian,F., Li,J., Tu,Q., Xu,S., Liu,W., Li,Y., Bai,Y., Yu,J., Liu,W., Xiao,Y., Ren,H. and Tong,Y.",,DAstV-1,,,,,donkey,No,3,No,No,Mammalia,2-2468,1.0,2422-3985,1.0,3990-6225,1.0
OQ606244,OQ606244.1,"MAG: Bat astrovirus isolate RR034B, partial genome",26-JUL-2023,Bat astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6593,"Horigan,S.M.",,RR034B,Madagascar,,2018,fecal swab,Rousettus madagascariensis,Yes,3,No,No,Mammalia,1-2734,1.0,2814-4194,1.0,4193-6482,1.0
OP963603,OP963603.1,"Bat astrovirus BtSY4 non-structural polyprotein 1AB gene, complete cds; and capsid protein precursor, gene, partial cds",14-JUL-2023,Bat astrovirus BtSY4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,3900,"Wang,J., Pan,Y.-F., Yang,L.-F., Yang,W.-H., Luo,C.-M., Wang,J., Kuang,G.-P., Wu,W.-C., Gou,Q.-Y., Xin,G.-Y., Li,B., Luo,H.-L., Chen,Y.-Q., Shu,Y.-L., Guo,D., Gao,Z.-H., Liang,G.-D., Li,J., Holmes,E.C., Feng,Y. and Shi,M.",Bat/2018/S18CXBatR30,,China: Yunnan,,2018,,Rhinolophus pusillus,No,2,No,No,Mammalia,NA-NA,,25-1582,1.0,1541-3900,1.0
MK404646,MK404646.1,"Caprine astrovirus G3.1, complete genome",12-JUL-2023,Caprine astrovirus G3.1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6269,"Kauer,R.V., Koch,M.C., Boujon,C.L., Werder,S. and Seuberlich,T.",,,Switzerland,,2017,feces,Capra hircus,No,3,No,No,Mammalia,27-2478,1.0,2432-3941,1.0,3831-6195,1.0
MK987100,MK987100.1,"Bovine astrovirus isolate BoAstV-VC34/346 nonstructural protein 1ab (ORF1ab) and nonstructrial protein 1a (ORF1a) genes, partial cds; and capsid precursor protein (ORF2) gene, complete cds",12-JUL-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6379,"Seuberlich,T.",,BoAstV-VC34/346,Switzerland,,2016,feces,Bos taurus,No,3,No,No,Mammalia,0-2487,1.0,2438-4013,1.0,4005-6291,1.0
ON982163,ON982163.1,"Hippocampus erectus astro-like virus 1 isolate SD/19 hypothetical protein and RNA-dependent RNA polymerase genes, complete cds",05-APR-2023,Hippocampus erectus astro-like virus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7114,"Dong,X., Zhang,F., Ren,Z., Shi,W., Wang,Y. and Meng,F.",,SD/19,China,,2019,,Hippocampus erectus,No,2,No,No,Actinopteri,NA-NA,,4056-6747,1.0,NA-NA,
ON595949,ON595949.1,"MAG: Goby astrovirus 2 isolate F14 ORF1b gene, complete cds",21-MAR-2023,Goby astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1458,"Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.",,F14,Australia,,2021-04,liver and gill tissue,Istigobius goldmanni,Yes,1,No,No,Actinopteri,NA-NA,,0-1458,1.0,NA-NA,
ON595937,ON595937.1,"MAG: Cabillus tongarevae astrovirus isolate F2 ORF1b gene, complete cds",21-MAR-2023,Cabillus tongarevae astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1422,"Costa,V.A., Bellwood,D.R., Mifsud,J.C.O., Geoghegan,J.L., Holmes,E.C. and Harvey,E.",,F2,Australia,,2021-04,liver and gill tissue,Cabillus tongarevae,Yes,1,No,No,Actinopteri,NA-NA,,0-1422,1.0,NA-NA,
OQ198047,OQ198047.1,MAG: Canine astrovirus isolate AstroviridaeDogfe326C1full genomic sequence,07-MAR-2023,Canine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,7394,"Jiang,X. and Zhang,W.",,AstroviridaeDogfe326C1full,China,,2020/2021,canine feces,canine,Yes,3,No,No,,200-3389,1.0,3340-4876,1.0,4865-7385,1.0
OQ198044,OQ198044.1,MAG: Canine astrovirus isolate AstroviridaeDogfe337C1full genomic sequence,07-MAR-2023,Canine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6081,"Jiang,X. and Zhang,W.",,AstroviridaeDogfe337C1full,China,,2020/2021,canine feces,canine,Yes,2,No,No,,15-2337,1.0,2300-3818,1.0,NA-NA,
OQ198041,OQ198041.1,MAG: Canine astrovirus isolate AstroviridaeDogfe351C1full genomic sequence,07-MAR-2023,Canine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6741,"Jiang,X. and Zhang,W.",,AstroviridaeDogfe351C1full,China,,2020/2021,canine feces,canine,Yes,3,No,No,,178-2935,1.0,2886-4422,1.0,4234-6736,1.0
ON624282,ON624282.1,"Bovine astrovirus strain BoAstV32/2021/CHN, complete genome",20-FEB-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6287,"Wu,H.",BoAstV32/2021/CHN,,China,,2021,feces,cow,No,3,No,No,Mammalia,37-2491,1.0,2424-3954,1.0,3898-6211,1.0
ON624251,ON624251.1,"Bovine astrovirus strain BoAstV1/2021/CHN, complete genome",20-FEB-2023,Bovine astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6126,"Wu,H.",BoAstV1/2021/CHN,,China,,2021,feces,cow,No,3,No,No,Mammalia,12-2349,1.0,2303-3821,1.0,3759-6039,1.0
OP076748,OP076748.1,"Dromedary astrovirus isolate DcAstV/Jd57/KSA/2014, complete genome",01-FEB-2023,Dromedary astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus,,Astroviridae,6326,"Qureshi,M.I., Worthington,B.M., Liu,Y., Cheung,Y.M., Su,S., Zheng,Z., Li,L., Lam,T.T.Y., Guan,Y. and Zhu,H.",,DcAstV/Jd57/KSA/2014,Saudi Arabia: Jeddah,,02-Jun-2014,rectal swab,Camelus dromedarius,No,4,No,No,Mammalia,21-2496,1.0,2450-3959,1.0,3951-6213,1.0
MW450837,MW450837.1,"Mamastrovirus 18 isolate BF2-astro-YN-CHN-2020 ORF1ab and ORF1a genes, complete cds; and ORF2 gene, partial cds",17-JAN-2023,Mamastrovirus 18,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Mamastrovirus;Mamastrovirus pusilli,Mamastrovirus pusilli,Astroviridae,5659,"Han,Z., Xiao,J., Song,Y., Lu,H., Zhang,K., Li,J., Si,F., Sun,Q., Wang,D., Zhu,S., Yan,D., Xu,W. and Zhang,Y.",,BF2-astro-YN-CHN-2020,China,,20-Feb-2020,anal and throat swabs,Miniopterus schreibersii,No,3,No,No,Mammalia,61-1777,1.0,1773-3306,1.0,3289-5659,1.0
ON893139,ON893139.1,"Astrovirus sp. isolate SYMN012 ORF1ab polyprotein gene, partial cds",19-SEP-2022,Astrovirus sp.,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2227,"Ergunay,K. and Linton,Y.-M.",,SYMN012,Kenya,,,,Miniopterus natalensis,No,1,No,No,Mammalia,0-690,1.0,689-2227,1.0,NA-NA,
OL345583,OL345583.1,"Gerbil astrovirus isolate DB03F/SX/2018, complete genome",13-SEP-2022,Gerbil astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6552,"Li,C.-X.",,DB03F/SX/2018,China,,2018,lung,Meriones unguiculatus,No,3,No,No,Mammalia,7-2521,1.0,2460-3969,1.0,3961-6433,1.0
MW385412,MW385412.1,"Crow astrovirus strain Astrovirus/crow/Henan/JZ1228-CAS001/2017 non-structural polyprotein and RNA-dependent RNA polymerase genes, complete cds; and capsid protein gene, partial cds",05-SEP-2022,Crow astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6152,"Zhang,C., Zhang,C., Shi,W. and Bi,Y.",Astrovirus/crow/Henan/JZ1228-CAS001/2017,,China,,28-Dec-2017,,Crow,No,3,No,No,,7-2632,1.0,2709-4128,1.0,4099-6152,1.0
OM514376,OM514376.1,"MAG: Sanya astro-like virus 1 isolate LSHLS353 reverse transcriptase-like protein and hypothetical protein genes, complete cds",17-AUG-2022,Sanya astro-like virus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,4099,"Feng,G.",,LSHLS353,"China: Hainan, Lingshui",,12-Jan-2019,rice field,Leersia hexandra,Yes,2,No,No,Magnoliopsida,NA-NA,,191-1676,1.0,NA-NA,
MW505490,MW505490.1,"Goose astrovirus strain AstV/Goose/2019/HLJJX, partial genome",06-AUG-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7047,"Zhao,L., Chen,H. and Su,S.",AstV/Goose/2019/HLJJX,,"China: Heilongjiang Province, Jixi",,21-Jun-2019,liver,goose,No,3,No,No,Aves,0-3186,1.0,3176-4727,1.0,4745-6860,1.0
OM954094,OM954094.1,"Flumine Astrovirus 3 RNA-dependent RNA polymerase gene, partial cds",14-MAY-2022,Flumine Astrovirus 3,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5447,"French,R.K., Charon,J., Le Lay,C., Muller,C.G. and Holmes,E.C.",,CMP2_DN37632_c0_g1_i1,New Zealand: Manawatu River,,13-Jul-2019,river water,,No,1,No,No,,NA-NA,,3771-5447,1.0,NA-NA,
OM954082,OM954082.1,"Flumine Astrovirus 11 RNA-dependent RNA polymerase gene, partial cds",14-MAY-2022,Flumine Astrovirus 11,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1405,"French,R.K., Charon,J., Le Lay,C., Muller,C.G. and Holmes,E.C.",,CMU2_DN72442_c0_g1_i1,New Zealand: Manawatu River,,13-Jul-2019,river water,,No,1,No,No,,NA-NA,,58-1405,1.0,NA-NA,
OM954081,OM954081.1,"Flumine Astrovirus 1 RNA-dependent RNA polymerase gene, partial cds",14-MAY-2022,Flumine Astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2466,"French,R.K., Charon,J., Le Lay,C., Muller,C.G. and Holmes,E.C.",,CMU2_DN76774_c0_g2_i1,New Zealand: Manawatu River,,13-Jul-2019,river water,,No,1,No,No,,NA-NA,,42-2466,1.0,NA-NA,
OM953851,OM953851.1,"Flumine Astrovirus 9 RNA-dependent RNA polymerase gene, complete cds",14-MAY-2022,Flumine Astrovirus 9,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,3400,"French,R.K., Charon,J., Le Lay,C., Muller,C.G. and Holmes,E.C.",,CMF2_DN25939_c0_g1_i1,New Zealand: Manawatu River,,13-Jul-2019,river water,,No,1,No,No,,NA-NA,,1805-3302,1.0,NA-NA,
OM953850,OM953850.1,"Flumine Astrovirus 8 RNA-dependent RNA polymerase gene, complete cds",14-MAY-2022,Flumine Astrovirus 8,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1913,"French,R.K., Charon,J., Le Lay,C., Muller,C.G. and Holmes,E.C.",,CMU1_DN176158_c0_g1_i1,New Zealand: Manawatu River,,13-Jul-2019,river water,,No,1,No,No,,NA-NA,,22-1564,1.0,NA-NA,
OM953849,OM953849.1,"Flumine Astrovirus 7 RNA-dependent RNA polymerase gene, complete cds",14-MAY-2022,Flumine Astrovirus 7,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,7690,"French,R.K., Charon,J., Le Lay,C., Muller,C.G. and Holmes,E.C.",,CMF2_DN31075_c0_g1_i1,New Zealand: Manawatu River,,13-Jul-2019,river water,,No,1,No,No,,NA-NA,,4192-5689,1.0,NA-NA,
OM953848,OM953848.1,"Flumine Astrovirus 6 RNA-dependent RNA polymerase gene, complete cds",14-MAY-2022,Flumine Astrovirus 6,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,5842,"French,R.K., Charon,J., Le Lay,C., Muller,C.G. and Holmes,E.C.",,CMF1_DN41184_c0_g1_i1,New Zealand: Manawatu River,,13-Jul-2019,river water,,No,1,No,No,,NA-NA,,2829-4329,1.0,NA-NA,
OM953847,OM953847.1,"Flumine Astrovirus 5 RNA-dependent RNA polymerase gene, complete cds",14-MAY-2022,Flumine Astrovirus 5,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,3653,"French,R.K., Charon,J., Le Lay,C., Muller,C.G. and Holmes,E.C.",,CMF1_DN41866_c1_g1_i1,New Zealand: Manawatu River,,13-Jul-2019,river water,,No,1,No,No,,NA-NA,,1243-2842,1.0,NA-NA,
OM953846,OM953846.1,"Flumine Astrovirus 4 RNA-dependent RNA polymerase gene, complete cds",14-MAY-2022,Flumine Astrovirus 4,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2741,"French,R.K., Charon,J., Le Lay,C., Muller,C.G. and Holmes,E.C.",,CMF2_DN30973_c0_g1_i4,New Zealand: Manawatu River,,13-Jul-2019,river water,,No,1,No,No,,NA-NA,,768-2352,1.0,NA-NA,
OM953842,OM953842.1,"Flumine Astrovirus 12 RNA-dependent RNA polymerase gene, complete cds",14-MAY-2022,Flumine Astrovirus 12,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,1544,"French,R.K., Charon,J., Le Lay,C., Muller,C.G. and Holmes,E.C.",,CMU2_DN75963_c0_g1_i1,New Zealand: Manawatu River,,13-Jul-2019,river water,,No,1,No,No,,NA-NA,,3-1368,1.0,NA-NA,
OM953841,OM953841.1,"Flumine Astrovirus 10 RNA-dependent RNA polymerase gene, complete cds",14-MAY-2022,Flumine Astrovirus 10,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2406,"French,R.K., Charon,J., Le Lay,C., Muller,C.G. and Holmes,E.C.",,CMU2_DN78443_c0_g1_i1,New Zealand: Manawatu River,,13-Jul-2019,river water,,No,1,No,No,,NA-NA,,555-2004,1.0,NA-NA,
MZ779126,MZ779126.1,"Vole astrovirus strain 14657 orf1ab polyprotein (orf1ab) and orf2 protein (orf2) genes, complete cds",05-APR-2022,Vole astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6933,"Schaeffer,R., Temeeyasen,G. and Hause,B.M.",14657,,USA: South Dakota,,13-Jul-2021,,Myodes,No,2,No,No,Mammalia,23-2465,1.0,2464-4081,1.0,4073-6797,1.0
OL871128,OL871128.1,"Toitoi astrovirus 1 isolate CB_FW_05_Hayes_RdRp RNA dependent RNA polymerase gene, complete cds",23-MAR-2022,Toitoi astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,2295,"Perry,B.J., Darestani,M.M., Ara,M.G., Hoste,A., Jandt,J.M., Dutoit,L., Holmes,E.C., Ingram,T. and Geoghegan,J.L.",,CB_FW_05_Hayes_RdRp,New Zealand,,,gill,Gobiomorphus cotidianus,No,1,No,No,Actinopteri,NA-NA,,0-2295,1.0,NA-NA,
OM480534,OM480534.1,Porcupine astrovirus 2 strain FJ-F1 genomic sequence,15-MAR-2022,Porcupine astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6262,"He,W.-T., Hou,X. and Zhao,J.",FJ-F1,,China,,2020,,Porcupine,No,1,No,No,,50-2438,1.0,2437-3934,1.0,NA-NA,
OM480543,OM480543.2,"Coypu astrovirus 1 polyprotein ORF1ab and capsid protein genes, complete cds",08-MAR-2022,Coypu astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6962,"He,W.-T., Hou,X. and Zhao,J.",GX-F3,,China,,2020,,Coypu,No,2,No,No,Mammalia,25-2830,1.0,2829-4341,1.0,4327-6877,1.0
OM140654,OM140654.1,"Marmot astrovirus strain MCAsV/XJ4/CHN/2016, complete genome",09-FEB-2022,Marmot astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6650,"Yan,G.Z. and He,B.",MCAsV/XJ4/CHN/2016,,China: Xinjiang,,2016,intestinal sample,Marmota caudata,No,3,No,No,Mammalia,88-2749,1.0,2612-4235,1.0,4227-6618,1.0
