ID,Version,GenBank title,Release date,Organism name,Virus Lineage,Species,Family,Length,Submitters,Strain,Isolate_x,Geo location,Country,Collection date,Tissue/Specimen/Source,Host,Environmental,CDS count,Artificial,UNVERIFIED,1A,1A-strand,1B,1B-strand,2,2-strand,class
OM100600,OM100600.1,"Goose astrovirus isolate AstV/JS01/Goose/0518/20, complete genome",01-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7170.0,"Cui,H., Mu,X. and Ji,J.",,AstV/JS01/Goose/0518/20,China,,18-May-2020,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
OM100599,OM100599.1,"Goose astrovirus isolate AstV/HN05/Goose/0514/20, complete genome",01-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7170.0,"Cui,H., Mu,X. and Ji,J.",,AstV/HN05/Goose/0514/20,China,,14-May-2020,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
OM100598,OM100598.1,"Goose astrovirus isolate AstV/HN04/Goose/0514/20, complete genome",01-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7177.0,"Cui,H., Mu,X. and Ji,J.",,AstV/HN04/Goose/0514/20,China,,14-May-2020,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
OM100597,OM100597.1,"Goose astrovirus isolate AstV/HB06/Goose/1226/19, complete genome",01-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7168.0,"Cui,H., Mu,X. and Ji,J.",,AstV/HB06/Goose/1226/19,China,,26-Dec-2019,,goose,No,3.0,No,No,11-3266,1.0,3256-4807,1.0,4825-6940,1.0,Aves
OM100596,OM100596.1,"Goose astrovirus isolate AstV/HB05/Goose/0812/19, complete genome",01-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7176.0,"Cui,H., Mu,X. and Ji,J.",,AstV/HB05/Goose/0812/19,China,,12-Aug-2019,,goose,No,3.0,No,No,11-3266,1.0,3256-4807,1.0,4825-6940,1.0,Aves
OM100595,OM100595.1,"Goose astrovirus isolate AstV/HB04/Goose/0811/19, complete genome",01-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7164.0,"Cui,H., Mu,X. and Ji,J.",,AstV/HB04/Goose/0811/19,China,,12-Aug-2019,,goose,No,3.0,No,No,11-3266,1.0,3256-4807,1.0,4825-6940,1.0,Aves
OM100594,OM100594.1,"Goose astrovirus isolate AstV/HB03/Goose/0810/19, complete genome",01-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7170.0,"Cui,H., Mu,X. and Ji,J.",,AstV/HB03/Goose/0810/19,China,,11-Aug-2019,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
OM100593,OM100593.1,"Goose astrovirus isolate AstV/AN06/Goose/0714/19, complete genome",01-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7168.0,"Cui,H., Mu,X. and Ji,J.",,AstV/AN06/Goose/0714/19,China,,14-Jul-2019,,goose,No,3.0,No,No,11-3266,1.0,3256-4807,1.0,4825-6940,1.0,Aves
OM100592,OM100592.1,"Goose astrovirus isolate AstV/AH05/Goose/0711/19, complete genome",01-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7173.0,"Cui,H., Mu,X. and Ji,J.",,AstV/AH05/Goose/0711/19,China,,11-Jul-2019,,goose,No,3.0,No,No,11-3266,1.0,3256-4807,1.0,4825-6940,1.0,Aves
OM100591,OM100591.1,"Goose astrovirus isolate AstV/AH04/Goose/0614/19, complete genome",01-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7168.0,"Cui,H., Mu,X. and Ji,J.",,AstV/AH04/Goose/0614/19,China,,14-Jun-2019,,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
OM100590,OM100590.1,"Goose astrovirus isolate AstV/AH03/Goose/0422/19, complete genome",01-NOV-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7160.0,"Cui,H., Mu,X. and Ji,J.",,AstV/AH03/Goose/0422/19,China,,22-Apr-2019,,goose,No,3.0,No,No,7-3262,1.0,3252-4803,1.0,4822-6937,1.0,Aves
OM455389,OM455389.1,"Goose astrovirus 2 isolate HeB-BD4-2019, complete genome",31-OCT-2022,Goose astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Chen,L., Wang,X., Li,Y. and Liu,J.",,HeB-BD4-2019,China: Hebei,,16-Sep-2019,embryos chorioallantoic membrane (CAM) F5,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
OM455388,OM455388.1,"Goose astrovirus 2 isolate HeB-BD1-2021, complete genome",31-OCT-2022,Goose astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Chen,L., Wang,X., Li,Y. and Liu,J.",,HeB-BD1-2021,China: Hebei,,24-Jan-2021,goose embryo chorioallantoic membrane (CAM) F3,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
OM264914,OM264914.1,"Goose astrovirus 1 strain HeB-SJZ-2019, complete genome",31-OCT-2022,Goose astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7288.0,"Chen,L., Wang,X., Li,Y. and Liu,J.",HeB-SJZ-2019,,China: Hebei,,04-Jan-2019,"liver, spleen, kidney",goslings,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6983,1.0,Aves
OM264913,OM264913.1,"Goose astrovirus 1 strain HeB-BD-1-2019, complete genome",31-OCT-2022,Goose astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7288.0,"Chen,L., Wang,X., Li,Y. and Liu,J.",HeB-BD-1-2019,,China: Hebei,,06-Jul-2019,"liver, spleen, kidney",goslings,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6983,1.0,Aves
OM264912,OM264912.1,"Goose astrovirus 1 strain HeB-BD-2-2019, complete genome",31-OCT-2022,Goose astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7288.0,"Chen,L., Wang,X., Li,Y. and Liu,J.",HeB-BD-2-2019,,China: Hebei,,15-Jul-2019,"liver, spleen, kidney",goslings,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6983,1.0,Aves
OM264911,OM264911.1,"Goose astrovirus 1 strain HeB-CZ-2019, complete genome",31-OCT-2022,Goose astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7288.0,"Chen,L., Wang,X., Li,Y. and Liu,J.",HeB-CZ-2019,,China: Hebei,,19-Jul-2019,"liver, spleen, kidney",goslings,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6983,1.0,Aves
OM200916,OM200916.1,"Goose astrovirus 1 strain HeB-BD-3-2019, complete genome",31-OCT-2022,Goose astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7288.0,"Chen,L., Wang,X., Li,Y. and Liu,J.",HeB-BD-3-2019,,China: Hebei,,20-Jul-2019,"liver, spleen, kidney",goslings,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6983,1.0,Aves
OL982615,OL982615.1,"Goose astrovirus isolate JSZ29, complete genome",17-OCT-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7177.0,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.",,JSZ29,China,,11-Oct-2020,kidney,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
OL982614,OL982614.1,"Goose astrovirus isolate JSCZ15, complete genome",17-OCT-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7177.0,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.",,JSCZ15,China,,11-Nov-2015,liver; kidney,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
OL982613,OL982613.1,"Goose astrovirus isolate XSSH, complete genome",17-OCT-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7177.0,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.",,XSSH,China,,10-Jun-2020,kidney,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
OL963558,OL963558.1,"Goose astrovirus isolate JSW10, complete genome",17-OCT-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7177.0,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.",,JSW10,China,,24-Sep-2020,kidney,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
OL963557,OL963557.1,"Goose astrovirus isolate JSW1, complete genome",17-OCT-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7177.0,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.",,JSW1,China,,03-Sep-2020,liver,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
OL963556,OL963556.1,"Goose astrovirus isolate JSSQ, complete genome",17-OCT-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7176.0,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.",,JSSQ,China,,11-Jul-2020,kidney,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
OL963555,OL963555.1,"Goose astrovirus isolate JSCZ, complete genome",17-OCT-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7177.0,"Zhu,Y., Wang,H., Ye,W., Hua,J., Chen,L., Ni,Z., Yun,T. and Zhang,C.",,JSCZ,China,,15-Jun-2020,kidney,goose,No,3.0,No,No,13-3268,1.0,3258-4809,1.0,4827-6942,1.0,Aves
OP020131,OP020131.1,"Goose astrovirus strain AAstV/Goose/CHN/2022/SD05, complete genome",03-OCT-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Ren,Z., Zhang,Q. and Su,J.",AAstV/Goose/CHN/2022/SD05,,China: Shandong province,,2022-01-16,"liver, kidney",50-day-old Landes geese,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
OL536330,OL536330.1,"Goose astrovirus 2 isolate HeB-BD1-2020, complete genome",02-OCT-2022,Goose astrovirus 2,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Chen,L., Wang,X., Li,Y. and Liu,J.",,HeB-BD1-2020,China: Hebei,,21-Oct-2020,liver; spleen,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MW385412,MW385412.1,"Crow astrovirus strain Astrovirus/crow/Henan/JZ1228-CAS001/2017 non-structural polyprotein and RNA-dependent RNA polymerase genes, complete cds; and capsid protein gene, partial cds",05-SEP-2022,Crow astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae,,Astroviridae,6152.0,"Zhang,C., Zhang,C., Shi,W. and Bi,Y.",Astrovirus/crow/Henan/JZ1228-CAS001/2017,,China,,28-Dec-2017,,Crow,No,3.0,No,No,7-2632,1.0,2709-4128,1.0,4099-6152,1.0,Aves
MW786757,MW786757.1,"Goose astrovirus isolate SCCD, complete genome",30-AUG-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7255.0,"Zhang,Y., Sun,N., Liu,D., Liu,H. and Du,Y.",,SCCD,China,,Sep-2018,,goose,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6983,1.0,Aves
MW505493,MW505493.1,"Goose astrovirus strain AstV/Goose/2019/LNAS, partial genome",06-AUG-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7051.0,"Zhao,L., Chen,H. and Su,S.",AstV/Goose/2019/LNAS,,"China: Liaoning Province, Anshan",,21-Aug-2019,liver,goose,No,3.0,No,No,2-3179,1.0,3169-4720,1.0,4738-6853,1.0,Aves
MW505492,MW505492.1,"Goose astrovirus strain AstV/Goose/2019/JSXZ, partial genome",06-AUG-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7123.0,"Zhao,L., Chen,H. and Su,S.",AstV/Goose/2019/JSXZ,,"China: Jiangsu Province, Xuzhou",,20-Jun-2019,liver,goose,No,3.0,No,No,1-3187,1.0,3177-4728,1.0,4746-6861,1.0,Aves
MW505491,MW505491.1,"Goose astrovirus strain AstV/Goose/2019/HLJYC, partial genome",06-AUG-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7060.0,"Zhao,L., Chen,H. and Su,S.",AstV/Goose/2019/HLJYC,,"China: Heilongjiang Province, Yichun",,06-Jun-2019,liver,goose,No,3.0,No,No,0-3189,1.0,3179-4730,1.0,4748-6863,1.0,Aves
MW505490,MW505490.1,"Goose astrovirus strain AstV/Goose/2019/HLJJX, partial genome",06-AUG-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7047.0,"Zhao,L., Chen,H. and Su,S.",AstV/Goose/2019/HLJJX,,"China: Heilongjiang Province, Jixi",,21-Jun-2019,liver,goose,No,3.0,No,No,0-3186,1.0,3176-4727,1.0,4745-6860,1.0,Aves
MW505489,MW505489.1,"Goose astrovirus strain AstV/Goose/2019/HLJSYS, partial genome",06-AUG-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7052.0,"Zhao,L., Chen,H. and Su,S.",AstV/Goose/2019/HLJSYS,,"China: Heilongjiang Province, Shuangyashan",,21-Jun-2019,liver,goose,No,3.0,No,No,0-3189,1.0,3179-4730,1.0,4748-6863,1.0,Aves
MW505488,MW505488.1,"Goose astrovirus strain AstV/Goose/2019/HLJJMS, partial genome",06-AUG-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7041.0,"Zhao,L., Chen,H. and Su,S.",AstV/Goose/2019/HLJJMS,,"China: Heilongjiang Province, Jiamusi",,16-Jul-2019,liver,goose,No,3.0,No,No,1-3187,1.0,3177-4728,1.0,4746-6861,1.0,Aves
MW505487,MW505487.1,"Goose astrovirus strain AstV/Goose/2019/HLJHRB, partial genome",06-AUG-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7041.0,"Zhao,L., Chen,H. and Su,S.",AstV/Goose/2019/HLJHRB,,"China: Heilongjiang Province, Harbin",,11-Jun-2019,liver,goose,No,3.0,No,No,1-3187,1.0,3177-4728,1.0,4746-6861,1.0,Aves
MW505486,MW505486.1,"Goose astrovirus strain AstV/Goose/2019/SDWF, partial genome",06-AUG-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7066.0,"Zhao,L., Chen,H. and Su,S.",AstV/Goose/2019/SDWF,,"China: Shandong Province, Weifang",,05-Jul-2019,liver,goose,No,3.0,No,No,1-3187,1.0,3177-4728,1.0,4746-6861,1.0,Aves
MW505485,MW505485.1,"Goose astrovirus strain AstV/Goose/2019/JLSL, partial genome",06-AUG-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7168.0,"Zhao,L., Chen,H. and Su,S.",AstV/Goose/2019/JLSL,,"China: Jilin Province, Shulan",,05-Aug-2019,liver,goose,No,3.0,No,No,1-3187,1.0,3177-4728,1.0,4746-6861,1.0,Aves
MZ648231,MZ648231.1,"Goose astrovirus isolate AAstV/Goose/CHN/2021/ZM, complete genome",01-AUG-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Lv,X., Jia,B., Yu,S., Zhang,M., Feng,Y., Zhu,M., Liu,D., Lu,Q., Wang,X., Wang,B., Zhu,Y., Wang,Q. and Wang,G.",,AAstV/Goose/CHN/2021/ZM,China,,2021,,goose,No,3.0,No,No,10-3265,1.0,3255-4806,1.0,4824-6939,1.0,Aves
MZ819185,MZ819185.1,"Goose astrovirus isolate ZJC14, complete genome",05-JUL-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7288.0,"Wang,H. and Zhu,Y.",,ZJC14,China,,Jun-2020,intestines; liver,goose,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6983,1.0,Aves
MZ819184,MZ819184.1,"Goose astrovirus isolate ZJLD, complete genome",05-JUL-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7182.0,"Wang,H. and Zhu,Y.",,ZJLD,China,,Jun-2020,liver; kidney,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MZ819183,MZ819183.1,"Goose astrovirus isolate JRMS, complete genome",05-JUL-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7182.0,"Wang,H. and Zhu,Y.",,JRMS,China,,Jun-2020,liver; kidney,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MW536497,MW536497.1,"Goose astrovirus isolate YC20, complete genome",29-JUN-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7137.0,"Wang,A.",,YC20,China,,10-Aug-2020,,goose,No,3.0,No,No,5-3260,1.0,3250-4801,1.0,4819-6934,1.0,Aves
OK148600,OK148600.1,"Goose astrovirus strain SQ, complete genome",21-MAY-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7175.0,"Xu,M., Wu,S. and Qin,A.",SQ,,China,,02-Oct-2020,liver,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
OM273310,OM273310.1,"Goose astrovirus strain G576, partial sequence",18-APR-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.",G576,,China: Shandong province,,21-Aug-2021,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
OM273309,OM273309.1,"Goose astrovirus strain G548, partial sequence",18-APR-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.",G548,,China: Shandong province,,16-Jul-2021,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
OM273308,OM273308.1,"Goose astrovirus strain G538, partial sequence",18-APR-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.",G538,,China: Shandong province,,30-Jun-2021,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
OM273307,OM273307.1,"Goose astrovirus strain G529, partial sequence",18-APR-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.",G529,,China: Shandong province,,07-May-2021,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
OM273306,OM273306.1,"Goose astrovirus strain G520, partial sequence",18-APR-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.",G520,,China: Shandong province,,26-Apr-2021,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
OM273305,OM273305.1,"Goose astrovirus strain G519, partial sequence",18-APR-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.",G519,,China: Shandong province,,15-Apr-2021,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
OM273304,OM273304.1,"Goose astrovirus strain G518, partial sequence",18-APR-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.",G518,,China: Shandong province,,10-Apr-2021,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
OM273303,OM273303.1,"Goose astrovirus strain G516, partial sequence",18-APR-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.",G516,,China: Shandong province,,28-Mar-2021,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
OM273302,OM273302.1,"Goose astrovirus strain G512, partial sequence",18-APR-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7183.0,"Zhang,L., Fei,Z., Jiao,A. and Xu,M.",G512,,China: Shandong province,,12-Mar-2021,,goose,No,3.0,No,No,18-3273,1.0,3263-4814,1.0,4832-6947,1.0,Aves
MW217578,MW217578.1,"Duck astrovirus 1 isolate DAstV-SDZZ, complete genome",25-JAN-2022,Duck astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A,Duck astrovirus GII.A,Astroviridae,7757.0,"Wei,F., Diao,Y. and Tang,Y.",,DAstV-SDZZ,China,,2020,,duck,No,3.0,No,No,22-3745,1.0,3735-5286,1.0,5309-7505,1.0,Aves
OL762472,OL762472.1,"Goose astrovirus 1 isolate JXYC, complete genome",19-JAN-2022,Goose astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7310.0,"Zhang,F., Li,H., Yang,Q., Kang,Z. and Wu,C.",,JXYC,China,,,embryo,goose,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6983,1.0,Aves
OL762471,OL762471.1,"Goose astrovirus 1 isolate JXGZ, complete genome",19-JAN-2022,Goose astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7310.0,"Zhang,F., Li,H., Yang,Q., Kang,Z. and Wu,C.",,JXGZ,China,,,embryo,goose,No,3.0,No,No,22-3304,1.0,3294-4839,1.0,4868-6983,1.0,Aves
MZ540211,MZ540211.1,"Goose astrovirus strain JS2019/China, complete genome",12-JAN-2022,Goose astrovirus,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus,,Astroviridae,7176.0,"Zhai,H.",JS2019/China,,China,,2019,intestinal,goose,No,3.0,No,No,169-3274,1.0,3264-4815,1.0,4833-6948,1.0,Aves
OL652659,OL652659.1,"Duck astrovirus 1 isolate DAstV-SDWF, complete genome",10-JAN-2022,Duck astrovirus 1,Viruses;Riboviria;Orthornavirae;Pisuviricota;Stelpaviricetes;Stellavirales;Astroviridae;Avastrovirus;Duck astrovirus GII.A,Duck astrovirus GII.A,Astroviridae,7757.0,"Wei,F., Tang,Y. and Diao,Y.",,DAstV-SDWF,China,,2021,,duck,No,3.0,No,No,22-3745,1.0,3735-5286,1.0,5309-7505,1.0,Aves
