Position in alignment;Recombination breakpoint number (200nt win);Upper 99% CI;Lower 99% CI;Upper 95% CI;Lower 95% CI;A;B;C;D;E
9803;0;768208;4;631223;0;3;817566;0;;
9805;0;768645;4;632057;0;3;816462;0;;
9807;0;769082;4;63289;0;3;815357;0;;
9809;0;769519;4;633724;0;3;814253;0;;
9811;0;769956;4;641798;0;3;812955;0;;
9813;0;770393;4;780133;0;3;853631;0;;
9815;0;8124788;4;832084;0;3;896696;0;;
9817;0;8192947;4;834263;0;3;897998;0;;
9819;0;8261105;4;836442;0;3;905192;0;;
9821;0;8329265;4;838621;0;3;900602;0;;
9823;0;8397423;4;837697;0;3;901904;0;;
9825;0;8465573;4;781696;0;3;864597;0;;
9827;0;8955861;4;82323;0;3;863222;0;;
9829;0;9070446;4;643112;0;3;786175;0;;
9831;0;920146;4;644375;0;3;808511;0;;
9833;0;9332473;4;674549;0;3;851191;0;;
9835;1;23835;4;821557;0;3;874888;0;;
9837;1;77954;4;993651;0;3;899724;0;;
9839;1;202035;5;231262;0;3;918073;4.440892E-16;;
9841;1;251611;5;227178;0;3;980684;4.440892E-16;;
9843;1;263105;5;265615;0;3;96954;8.881784E-16;;
9845;1;273325;5;379985;0;3;985768;8.881784E-16;;
9847;1;27205;5;392411;0;3;991614;8.881784E-16;;
9849;1;270775;5;404837;0;4;4726;8.881784E-16;;
9851;1;2695;5;417263;0;4;26493;8.881784E-16;;
9853;1;268225;5;418727;0;4;65064;8.881784E-16;;
9855;1;266459;5;391816;0;4;74228;8.881784E-16;;
9857;1;264202;5;361373;0;4;74082;8.881784E-16;;
9859;1;261945;5;324498;0;4;66451;8.881784E-16;;
9861;1;242503;5;236383;0;3;991707;8.881784E-16;;
9863;1;205351;5;132494;0;3;983017;0;;
9865;1;17224;5;3777;0;3;843818;0;;
9867;1;171003;5;3581;0;3;864623;0;;
9869;1;169766;5;3385;0;3;887269;0;;
9871;1;170059;5;153411;0;3;974066;0;;
9873;1;169165;5;199788;0;3;979423;4.440892E-16;;
9875;1;167082;5;183219;0;3;9936;4.440892E-16;;
9877;1;164999;5;16665;0;3;988063;4.440892E-16;;
9879;1;162917;5;160549;0;3;982525;4.440892E-16;;
9881;1;160834;5;15891;0;3;976988;4.440892E-16;;
9883;1;158751;5;157271;0;3;97145;4.440892E-16;;
9885;1;151872;5;131497;0;3;967306;4.440892E-16;;
9887;1;141057;4;999831;0;3;888759;4.440892E-16;;
9889;1;137228;4;919083;0;3;863031;0;;
9891;1;133399;4;904185;0;3;846309;0;;
9893;1;12957;4;889287;0;3;837398;0;;
9895;1;113957;4;86927;0;3;801081;0;;
9897;1;67209;4;803433;0;3;797845;0;;
9899;1;3024;4;76335;0;3;806706;0;;
9901;0;9839501;4;666167;0;3;920481;0;;
9903;0;9253432;4;693321;0;3;935582;0;;
9905;0;8867985;4;60384;0;3;915545;0;;
9907;0;8616835;4;740734;0;3;881134;0;;
9909;0;8576556;4;720507;0;3;90887;0;;
9911;0;853518;4;753931;0;3;894624;0;;
9913;0;8493805;4;760296;0;3;879853;0;;
9915;0;8452429;4;76666;0;3;900193;0;;
9917;0;8411054;4;770099;0;3;897301;0;;
9919;0;8370107;4;793265;0;3;894408;0;;
9921;0;8328722;4;773353;0;3;92342;4.440892E-16;;
9923;0;8032414;4;769749;0;3;917216;0;;
9925;0;7982947;4;768427;0;3;909156;0;;
9927;0;7933481;4;768676;0;3;859647;0;;
9929;0;7884014;4;768924;0;3;856664;0;;
9931;0;7834547;4;769173;0;3;826588;0;;
9933;0;7785081;4;769421;0;3;803293;0;;
9935;0;7735614;4;769669;0;3;765637;0;;
9937;0;739709;4;76836;0;3;574741;0;;
9939;0;715255;4;768081;0;3;552078;0;;
9941;0;7003652;4;767895;0;3;525737;0;;
9943;0;6950393;4;767587;0;3;52181;0;;
9945;0;6897135;4;752856;0;3;517883;0;;
9947;0;6843877;4;738125;0;3;513956;0;;
9949;0;6788797;4;723394;0;3;511058;0;;
9951;0;6736839;4;708663;0;3;505482;0;;
9953;0;6684882;4;693933;0;3;499907;0;;
9955;0;6295938;4;347191;0;3;367196;0;;
9957;0;6105287;4;145814;0;3;332576;0;;
9959;0;5916114;4;103583;0;3;263663;0;;
9961;0;5900818;3;916744;0;3;7735;0;;
9963;0;5886821;3;944751;0;3;76946;0;;
9965;0;5872824;3;972758;0;3;76543;0;;
9967;0;5858828;4;765;0;3;76139;0;;
9969;0;5844831;4;28772;0;3;58623;0;;
9971;0;5830834;4;56779;0;3;48525;0;;
9973;0;5816837;4;65982;0;3;49312;0;;
9975;0;580284;4;65533;0;3;50098;0;;
9977;0;5788843;4;231731;0;3;228046;0;;
9979;0;5774846;4;335682;0;3;274491;0;;
9981;0;5760849;4;468697;0;3;309912;0;;
9983;0;5746852;4;510776;0;3;480245;0;;
9985;0;5732855;4;56828;0;3;597261;0;;
9987;0;5718858;4;68511;0;3;67749;0;;
9989;0;5704861;4;719322;0;3;713136;0;;
9991;0;5690864;4;771648;0;3;757586;0;;
9993;0;5676867;4;892739;0;3;837475;0;;
9995;0;566287;4;900527;0;3;875243;0;;
9997;0;5648873;5;12664;0;3;919916;0;;
9999;0;5634876;5;28646;0;3;931628;0;;
10001;0;562088;5;30311;0;3;931865;0;;
10003;0;5606883;5;31976;0;3;932102;0;;
10005;0;5592886;5;33641;0;3;932339;0;;
10007;0;5578889;5;35306;0;3;932576;0;;
10009;0;5564892;5;36971;0;3;932814;0;;
10011;0;5550895;5;38635;0;3;933051;0;;
10013;0;5536898;4;99918;0;3;916532;0;;
10015;0;5106413;4;730927;0;3;793927;0;;
10017;0;5028627;4;720302;0;3;808461;0;;
10019;0;4950841;4;709677;0;3;819996;0;;
10021;0;4873056;4;699051;0;3;816835;0;;
10023;0;479527;4;688426;0;3;801413;0;;
10025;0;4717484;4;751793;0;3;889826;0;;
10027;0;4199446;4;942914;0;3;946503;0;;
10029;0;4057189;4;92973;0;4;39954;0;;
10031;0;3914933;5;99201;0;4;166871;0;;
10033;0;3772677;5;159932;0;4;174086;0;;
10035;0;2855552;4;970344;0;4;15944;0;;
10037;0;2303126;4;957876;0;4;18218;0;;
10039;0;1051071;4;873597;0;3;929515;0;;
10041;0;5402859;4;775407;0;3;912896;0;;
10043;0;3882536;4;736065;0;3;798305;0;;
10045;0;2536293;4;734105;0;3;76826;0;;
10047;0;2339557;4;733412;0;3;766307;0;;
10049;0;2142821;4;732718;0;3;764574;0;;
10051;0;1946085;4;732026;0;3;753459;0;;
10053;0;1749349;4;731333;0;3;735166;0;;
10055;0;1601717;4;727273;0;3;705517;0;;
10057;0;150319;4;726727;0;3;721141;0;;
10059;0;1404663;4;72618;0;3;724856;0;;
10061;0;1306135;4;688972;0;3;722308;0;;
10063;0;1207608;4;672153;0;3;69454;0;;
10065;0;1109081;4;678089;0;3;653079;0;;
10067;0;1010554;4;684026;0;3;630642;0;;
10069;0;9120266;4;689962;0;3;623342;0;;
10071;0;6604104;4;53057;0;3;601457;0;;
10073;0;5276111;4;647626;0;3;676834;0;;
10075;0;5136288;4;647626;0;3;680264;0;;
10077;0;4996465;4;633114;0;3;683694;0;;
10079;0;4856641;4;618601;0;3;708817;0;;
10081;0;4716818;4;604089;0;3;732484;0;;
10083;0;4576995;4;589577;0;3;740677;0;;
10085;0;4437171;4;575064;0;3;748869;0;;
10087;0;4297348;4;645988;0;3;802068;0;;
10089;0;4157525;4;687019;0;3;883565;0;;
10091;0;4017702;4;766594;0;3;932761;0;;
10093;0;3877878;5;4526;0;3;947956;0;;
10095;0;3738055;5;216679;0;3;98995;0;;
10097;0;3598232;5;230641;0;3;995395;0;;
10099;0;3458408;5;284567;0;3;997564;0;;
10101;0;1719521;5;47105;0;3;917174;0;;
10103;0;1088655;4;82478;0;3;913136;0;;
10105;0;7293454;4;700265;0;3;88305;0;;
10107;0;4653249;4;543369;0;3;838313;0;;
10109;0;3108989;4;52949;0;3;869286;0;;
10111;0;2660674;4;524571;0;3;86489;0;;
10113;0;2212359;4;519652;0;3;862379;0;;
10115;0;1764044;4;560382;0;3;858925;0;;
10117;0;1315729;4;509441;0;3;855471;0;;
10119;4.385764E-05;4;509107;0;3;801843;0;;;
10121;5.329071E-15;4;536582;0;3;742153;0;;;
10123;5.329071E-15;4;566966;0;3;761603;0;;;
10125;5.329071E-15;4;654422;0;3;791026;0;;;
10127;5.329071E-15;4;713255;0;3;901634;0;;;
10129;5.329071E-15;5;78628;0;3;970587;0;;;
10131;5.329071E-15;5;141561;0;3;981285;0;;;
10133;5.329071E-15;5;127152;0;3;995096;0;;;
10135;5.329071E-15;5;108272;0;4;22875;0;;;
10137;5.329071E-15;5;258083;0;4;29596;0;;;
10139;5.329071E-15;5;356803;0;4;57526;0;;;
10141;5.329071E-15;5;357678;0;4;61929;0;;;
10143;5.329071E-15;5;358552;0;4;61939;0;;;
10145;5.329071E-15;5;359427;0;4;63375;0;;;
10147;5.329071E-15;5;350216;0;4;61958;0;;;
10149;5.329071E-15;5;337207;0;4;61968;0;;;
10151;5.329071E-15;5;324198;0;4;60733;0;;;
10153;5.329071E-15;5;31119;0;4;57299;0;;;
10155;5.329071E-15;5;298181;0;4;5698;0;;;
10157;5.329071E-15;5;285172;0;4;62007;0;;;
10159;5.329071E-15;5;272162;0;4;60579;0;;;
10161;5.329071E-15;5;259153;0;4;56221;0;;;
10163;5.329071E-15;5;246144;0;4;57104;0;;;
10165;5.329071E-15;5;233136;0;4;59604;0;;;
10167;5.329071E-15;5;220127;0;4;62057;0;;;
10169;5.329071E-15;5;207118;0;4;62066;0;;;
10171;5.329071E-15;5;194108;0;4;60632;0;;;
10173;5.329071E-15;5;181099;0;4;61514;0;;;
10175;5.329071E-15;5;169713;0;4;62096;0;;;
10177;5.329071E-15;5;69751;0;4;59267;0;;;
10179;5.329071E-15;4;991773;0;3;955071;0;;;
10181;5.329071E-15;4;988214;0;3;934802;0;;;
10183;5.329071E-15;4;914664;0;3;88657;0;;;
10185;5.329071E-15;4;823883;0;3;856478;0;;;
10187;5.329071E-15;4;740085;0;3;738099;0;;;
10189;5.329071E-15;4;525576;0;3;657391;0;;;
10191;5.329071E-15;4;384212;0;3;528845;0;;;
10193;5.329071E-15;4;259402;0;3;333647;0;;;
10195;5.329071E-15;4;182241;0;3;2958;0;;;
10197;5.329071E-15;4;63722;0;3;136514;0;;;
10199;5.329071E-15;4;60038;0;3;98379;0;;;
10201;5.329071E-15;4;5966;0;3;99455;0;;;
10203;5.329071E-15;4;59282;0;3;100532;0;;;
10205;5.329071E-15;4;58905;0;3;101609;0;;;
10207;5.329071E-15;4;58527;0;3;102686;0;;;
10209;5.329071E-15;4;58149;0;3;103762;0;;;
10211;5.329071E-15;4;137128;0;3;11255;0;;;
10213;5.329071E-15;4;190527;0;3;18957;0;;;
10215;5.329071E-15;4;215225;0;3;188401;0;;;
10217;5.329071E-15;4;269478;0;3;187233;0;;;
10219;5.329071E-15;4;348601;0;3;20072;0;;;
10221;5.329071E-15;4;394307;0;3;225308;0;;;
10223;5.329071E-15;4;399958;0;3;225323;0;;;
10225;5.329071E-15;4;348252;0;3;174423;0;;;
10227;5.329071E-15;4;293936;0;3;63185;0;;;
10229;5.329071E-15;4;248511;0;2;945232;0;;;
10231;5.329071E-15;4;133504;0;2;914464;0;;;
10233;5.329071E-15;4;106157;0;2;892409;0;;;
10235;5.329071E-15;4;167288;0;2;864201;0;;;
10237;5.329071E-15;4;248981;0;2;835761;0;;;
10239;5.329071E-15;4;45515;0;2;836102;0;;;
10241;5.329071E-15;4;29012;0;2;813672;0;;;
10243;5.329071E-15;4;13396;0;2;826427;0;;;
10245;5.329071E-15;3;99778;0;2;836866;0;;;
10247;5.329071E-15;3;982164;0;2;837552;0;;;
10249;5.329071E-15;3;966548;0;2;838238;0;;;
10251;5.329071E-15;3;950932;0;2;838923;0;;;
10253;5.329071E-15;3;935315;0;2;839087;0;;;
10255;5.329071E-15;3;919699;0;2;837561;0;;;
10257;5.329071E-15;3;904083;0;2;836035;0;;;
10259;5.329071E-15;3;888467;0;2;841179;0;;;
10261;5.329071E-15;3;872851;0;2;841732;0;;;
10263;5.329071E-15;3;857235;0;2;842286;0;;;
10265;5.329071E-15;3;841618;0;2;842839;0;;;
10267;5.329071E-15;3;827974;0;2;851333;0;;;
10269;5.329071E-15;3;915614;0;2;883276;0;;;
10271;5.329071E-15;3;91804;0;2;940298;0;;;
10273;5.329071E-15;3;877632;0;2;908214;0;;;
10275;5.329071E-15;3;811155;0;2;937245;0;;;
10277;5.329071E-15;3;784327;0;2;932042;0;;;
10279;5.329071E-15;3;783654;0;2;925413;0;;;
10281;5.329071E-15;3;791008;0;2;922767;0;;;
10283;5.329071E-15;3;798362;0;2;929226;0;;;
10285;5.329071E-15;3;840039;0;2;947676;0;;;
10287;5.329071E-15;3;853114;0;2;986624;0;;;
10289;5.329071E-15;3;835556;0;2;957016;0;;;
10291;5.329071E-15;3;770295;0;2;91018;0;;;
10293;5.329071E-15;3;646738;0;2;855306;0;;;
10295;5.329071E-15;3;369952;0;2;83894;0;;;
10297;5.329071E-15;3;300571;0;2;717019;0;;;
10299;5.329071E-15;3;300548;0;2;711909;0;;;
10301;5.329071E-15;3;300524;0;2;714624;0;;;
10303;5.329071E-15;3;300501;0;2;717339;0;;;
10305;5.329071E-15;3;300477;0;2;720054;0;;;
10307;5.329071E-15;3;300453;0;2;722769;0;;;
10309;5.329071E-15;3;30043;0;2;725237;0;;;
10311;5.329071E-15;3;30053;0;2;725466;0;;;
10313;5.329071E-15;3;289041;0;2;698946;0;;;
10315;5.329071E-15;3;243909;0;2;68143;0;;;
10317;5.329071E-15;3;198777;0;2;679461;0;;;
10319;5.329071E-15;3;153645;0;2;677491;0;;;
10321;5.329071E-15;3;108513;0;2;675522;0;;;
10323;5.329071E-15;3;8442;0;2;624106;0;;;
10325;5.329071E-15;3;82815;0;2;541422;0;;;
10327;5.329071E-15;3;79304;0;2;500015;0;;;
10329;5.329071E-15;3;55372;0;2;329283;0;;;
10331;5.329071E-15;2;993227;0;2;239084;0;;;
10333;5.329071E-15;2;977573;0;2;140978;0;;;
10335;5.329071E-15;2;958018;0;2;123405;0;;;
10337;5.329071E-15;2;76843;0;2;59471;0;;;
10339;5.329071E-15;2;73905;0;2;2781;0;;;
10341;5.329071E-15;2;74016;0;2;4309;0;;;
10343;5.329071E-15;2;741268;0;2;1332;0;;;
10345;5.329071E-15;2;742378;0;1;999192;0;;;
10347;5.329071E-15;2;743486;0;1;999208;0;;;
10349;5.329071E-15;2;744596;0;1;999225;0;;;
10351;5.329071E-15;2;745704;0;1;999242;0;;;
10353;5.329071E-15;2;746814;0;1;999259;0;;;
10355;5.329071E-15;2;747923;0;1;999276;0;;;
10357;5.329071E-15;2;749032;0;1;999292;0;;;
10359;5.329071E-15;2;750141;0;1;986745;0;;;
10361;5.329071E-15;2;75125;0;1;974002;0;;;
10363;5.329071E-15;2;752359;0;1;965949;0;;;
10365;5.329071E-15;2;753468;0;1;966275;0;;;
10367;5.329071E-15;2;754577;0;1;966602;0;;;
10369;5.329071E-15;2;755686;0;1;966928;0;;;
10371;5.329071E-15;2;756795;0;1;967254;0;;;
10373;5.329071E-15;2;757904;0;1;967581;0;;;
10375;5.329071E-15;2;759013;0;1;967907;0;;;
10377;5.329071E-15;2;760122;0;1;968234;0;;;
10379;5.329071E-15;2;833389;0;1;994517;0;;;
10381;5.329071E-15;2;847305;0;1;991393;0;;;
10383;5.329071E-15;2;878935;0;2;6344;0;;;
10385;5.329071E-15;2;981888;0;2;40378;0;;;
10387;5.329071E-15;2;919618;0;2;24193;0;;;
10389;5.329071E-15;2;925424;0;2;23463;0;;;
10391;5.329071E-15;2;88478;0;2;27171;0;;;
10393;5.329071E-15;2;872298;0;2;30879;0;;;
10395;5.329071E-15;2;874242;0;2;33236;0;;;
10397;5.329071E-15;2;982585;0;2;134564;0;;;
10399;5.329071E-15;3;132183;0;2;338479;0;;;
10401;5.329071E-15;3;307973;0;2;436491;0;;;
10403;5.329071E-15;3;456661;0;2;506103;0;;;
10405;5.329071E-15;3;47189;0;2;590202;0;;;
10407;5.329071E-15;3;463891;0;2;630416;0;;;
10409;5.329071E-15;3;456765;0;2;629711;0;;;
10411;5.329071E-15;3;396032;0;2;460291;0;;;
10413;5.329071E-15;3;273252;0;2;353556;0;;;
10415;5.329071E-15;3;250322;0;2;324629;0;;;
10417;5.329071E-15;3;135317;0;2;237324;0;;;
10419;5.329071E-15;3;103547;0;2;191925;0;;;
10421;5.329071E-15;3;62413;0;2;195667;0;;;
10423;5.329071E-15;3;61334;0;2;189301;0;;;
10425;5.329071E-15;3;60255;0;2;173848;0;;;
10427;5.329071E-15;3;59176;0;2;156337;0;;;
10429;5.329071E-15;3;58097;0;2;154118;0;;;
10431;5.329071E-15;3;59917;0;2;151899;0;;;
10433;5.329071E-15;3;30194;0;2;150617;0;;;
10435;5.329071E-15;3;19245;0;2;150272;0;;;
10437;5.329071E-15;2;978828;0;2;11028;0;;;
10439;5.329071E-15;2;887951;0;2;58511;0;;;
10441;5.329071E-15;2;882413;0;2;53989;0;;;
10443;5.329071E-15;2;876875;0;2;49467;0;;;
10445;5.329071E-15;2;871337;0;2;44944;0;;;
10447;5.329071E-15;2;865799;0;2;40883;0;;;
10449;5.329071E-15;2;860261;0;2;38902;0;;;
10451;5.329071E-15;2;854723;0;2;34514;0;;;
10453;5.329071E-15;2;849186;0;2;4172;0;;;
10455;5.329071E-15;2;843648;0;2;42742;0;;;
10457;5.329071E-15;2;83811;0;2;45396;0;;;
10459;5.329071E-15;2;832572;0;2;48587;0;;;
10461;5.329071E-15;2;827034;0;2;50496;0;;;
10463;5.329071E-15;2;821496;0;2;53478;0;;;
10465;5.329071E-15;2;863137;0;2;139794;0;;;
10467;5.329071E-15;2;937305;0;2;273574;0;;;
10469;5.329071E-15;2;955215;0;2;304054;0;;;
10471;5.329071E-15;2;855771;0;2;356643;0;;;
10473;5.329071E-15;2;850773;0;2;29697;0;;;
10475;5.329071E-15;2;961018;0;2;309704;0;;;
10477;5.329071E-15;2;961254;0;2;305717;0;;;
10479;5.329071E-15;2;96149;0;2;311209;0;;;
10481;5.329071E-15;2;961726;0;2;290506;0;;;
10483;5.329071E-15;2;961962;0;2;297246;0;;;
10485;5.329071E-15;2;960819;0;2;286665;0;;;
10487;5.329071E-15;2;91191;0;2;27456;0;;;
10489;5.329071E-15;2;929968;0;2;26053;0;;;
10491;5.329071E-15;2;957755;0;2;275475;0;;;
10493;5.329071E-15;2;955934;0;2;280055;0;;;
10495;5.329071E-15;2;941282;0;2;248683;0;;;
10497;5.329071E-15;2;92125;0;2;242015;0;;;
10499;5.329071E-15;2;901218;0;2;232864;0;;;
10501;5.329071E-15;2;881186;0;2;221282;0;;;
10503;5.329071E-15;2;861154;0;2;207169;0;;;
10505;5.329071E-15;2;841122;0;2;201545;0;;;
10507;5.329071E-15;2;82109;0;2;198671;0;;;
10509;5.329071E-15;2;801058;0;2;201544;0;;;
10511;5.329071E-15;2;810157;0;2;201542;0;;;
10513;5.329071E-15;2;834944;0;2;20154;0;;;
10515;5.329071E-15;2;859731;0;2;201538;0;;;
10517;5.329071E-15;2;884518;0;2;203218;0;;;
10519;5.329071E-15;2;909305;0;2;206111;0;;;
10521;5.329071E-15;2;934092;0;2;209004;0;;;
10523;5.329071E-15;2;934655;0;2;215745;0;;;
10525;5.329071E-15;3;172189;0;2;334201;0;;;
10527;5.329071E-15;3;340882;0;2;470817;0;;;
10529;5.329071E-15;3;337115;0;2;581393;0;;;
10531;5.329071E-15;3;339878;0;2;610442;0;;;
10533;5.329071E-15;3;343299;0;2;695465;0;;;
10535;5.329071E-15;3;34567;0;2;754128;0;;;
10537;5.329071E-15;3;348194;0;2;791761;0;;;
10539;5.329071E-15;3;374796;0;2;901071;0;;;
10541;5.329071E-15;3;431649;0;2;936849;0;;;
10543;5.329071E-15;3;43611;0;2;941863;0;;;
10545;5.329071E-15;3;515723;0;2;941753;0;;;
10547;5.329071E-15;3;574455;0;2;949569;0;;;
10549;5.329071E-15;3;618268;0;2;98002;0;;;
10551;5.329071E-15;3;731886;0;3;12151;0;;;
10553;5.329071E-15;3;735229;0;3;10948;0;;;
10555;5.329071E-15;3;76626;0;3;9819;0;;;
10557;5.329071E-15;3;783447;0;3;8542;0;;;
10559;5.329071E-15;3;800634;0;3;13778;0;;;
10561;5.329071E-15;3;832484;0;3;57382;0;;;
10563;5.329071E-15;3;874221;0;3;121692;0;;;
10565;5.329071E-15;3;884124;0;3;135008;0;;;
10567;5.329071E-15;3;892105;0;3;13534;0;;;
10569;5.329071E-15;3;900086;0;3;135672;0;;;
10571;5.329071E-15;3;908067;0;3;136004;0;;;
10573;5.329071E-15;3;916049;0;3;136335;0;;;
10575;5.329071E-15;3;92403;0;3;136667;0;;;
10577;5.329071E-15;3;932011;0;3;136999;0;;;
10579;5.329071E-15;3;875531;0;3;137331;0;;;
10581;5.329071E-15;3;857782;0;3;137956;0;;;
10583;5.329071E-15;3;812559;0;3;12222;0;;;
10585;5.329071E-15;3;801664;0;3;5153;0;;;
10587;5.329071E-15;3;801526;0;3;44442;0;;;
10589;5.329071E-15;3;794636;0;3;26401;0;;;
10591;5.329071E-15;3;785422;0;3;31729;0;;;
10593;5.329071E-15;3;776208;0;3;37057;0;;;
10595;5.329071E-15;3;766995;0;3;42385;0;;;
10597;5.329071E-15;3;747342;0;3;7069;0;;;
10599;5.329071E-15;3;686517;0;2;987934;0;;;
10601;5.329071E-15;3;629096;0;2;944198;0;;;
10603;5.329071E-15;3;575718;0;2;865745;0;;;
10605;5.329071E-15;3;47959;0;2;803684;0;;;
10607;5.329071E-15;3;48841;0;2;764745;0;;;
10609;5.329071E-15;3;499763;0;2;763628;0;;;
10611;5.329071E-15;3;511117;0;2;762512;0;;;
10613;5.329071E-15;3;522471;0;2;761396;0;;;
10615;5.329071E-15;3;533825;0;2;783636;0;;;
10617;5.329071E-15;3;581741;0;2;79879;0;;;
10619;5.329071E-15;3;5827;0;2;813508;0;;;
10621;5.329071E-15;3;585649;0;2;813024;0;;;
10623;5.329071E-15;3;586106;0;2;812927;0;;;
10625;5.329071E-15;3;586563;0;2;859108;0;;;
10627;5.329071E-15;3;834726;0;2;913426;0;;;
10629;5.329071E-15;3;919686;0;2;965393;0;;;
10631;5.329071E-15;4;74302;0;2;977186;0;;;
10633;5.329071E-15;4;77784;0;2;97658;0;;;
10635;5.329071E-15;4;81266;0;2;975974;0;;;
10637;5.329071E-15;4;84748;0;2;975368;0;;;
10639;5.329071E-15;4;8823;0;2;974761;0;;;
10641;5.329071E-15;4;91712;0;2;974155;0;;;
10643;5.329071E-15;4;95193;0;2;973549;0;;;
10645;5.329071E-15;4;98675;0;2;972943;0;;;
10647;5.329071E-15;4;102157;0;2;972337;0;;;
10649;5.329071E-15;4;105639;0;2;971731;0;;;
10651;5.329071E-15;4;109121;0;2;971125;0;;;
10653;5.329071E-15;4;112603;0;2;970519;0;;;
10655;5.329071E-15;4;116085;0;2;969913;0;;;
10657;5.329071E-15;4;119566;0;2;969306;0;;;
10659;5.329071E-15;4;123048;0;2;9687;0;;;
10661;5.329071E-15;4;12653;0;2;968094;0;;;
10663;5.329071E-15;4;16426;0;3;6417;0;;;
10665;5.329071E-15;4;133438;0;3;1334;0;;;
10667;5.329071E-15;3;733236;0;2;98489;0;;;
10669;5.329071E-15;3;746459;0;2;965453;0;;;
10671;5.329071E-15;3;692976;0;2;936479;0;;;
10673;5.329071E-15;3;542136;0;2;88581;0;;;
10675;5.329071E-15;3;507195;0;2;897967;0;;;
10677;5.329071E-15;3;565289;0;2;91326;0;;;
10679;5.329071E-15;3;646366;0;2;948711;0;;;
10681;5.329071E-15;3;653107;0;2;995407;0;;;
10683;5.329071E-15;3;667016;0;3;9203;0;;;
10685;5.329071E-15;3;755443;0;3;22042;0;;;
10687;5.329071E-15;3;761671;0;3;51707;0;;;
10689;5.329071E-15;3;767128;0;3;50088;0;;;
10691;5.329071E-15;3;721661;0;3;11487;0;;;
10693;5.329071E-15;3;683362;0;2;996781;0;;;
10695;5.329071E-15;3;671809;0;2;996781;0;;;
10697;5.329071E-15;3;668576;0;2;996781;0;;;
10699;5.329071E-15;3;671545;0;2;996781;0;;;
10701;5.329071E-15;3;674514;0;2;996781;0;;;
10703;5.329071E-15;3;677483;0;2;996781;0;;;
10705;5.329071E-15;3;680452;0;2;996781;0;;;
10707;5.329071E-15;3;683421;0;2;991014;0;;;
10709;5.329071E-15;3;68639;0;2;990422;0;;;
10711;5.329071E-15;3;849977;0;2;996781;0;;;
10713;5.329071E-15;4;11363;0;2;998874;0;;;
10715;5.329071E-15;4;111776;0;3;77636;0;;;
10717;5.329071E-15;4;106127;0;3;132694;0;;;
10719;5.329071E-15;4;265991;0;3;212046;0;;;
10721;5.329071E-15;4;381275;0;3;348044;0;;;
10723;5.329071E-15;4;37489;0;3;3516;0;;;
10725;5.329071E-15;4;345103;0;3;324806;0;;;
10727;5.329071E-15;4;204726;0;3;3164;0;;;
10729;5.329071E-15;4;211403;0;3;169035;0;;;
10731;5.329071E-15;4;31112;0;3;44273;0;;;
10733;5.329071E-15;4;5665;0;3;0;;;;
10735;5.329071E-15;4;52761;0;2;97172;0;;;
10737;5.329071E-15;3;930695;0;2;908662;0;;;
10739;5.329071E-15;3;833709;0;2;830175;0;;;
10741;5.329071E-15;3;79783;0;2;855814;0;;;
10743;5.329071E-15;3;793596;0;2;856125;0;;;
10745;5.329071E-15;3;789362;0;2;855943;0;;;
10747;5.329071E-15;3;749394;0;2;851519;0;;;
10749;5.329071E-15;3;427672;0;2;804766;0;;;
10751;5.329071E-15;3;402478;0;2;740679;0;;;
10753;5.329071E-15;3;363232;0;2;689126;0;;;
10755;5.329071E-15;3;285434;0;2;688867;0;;;
10757;5.329071E-15;3;289189;0;2;688608;0;;;
10759;5.329071E-15;3;292944;0;2;673508;0;;;
10761;5.329071E-15;3;298398;0;2;671581;0;;;
10763;5.329071E-15;3;29936;0;2;624474;0;;;
10765;5.329071E-15;3;330769;0;2;603438;0;;;
10767;5.329071E-15;3;325691;0;2;610702;0;;;
10769;5.329071E-15;3;425029;0;2;663175;0;;;
10771;5.329071E-15;3;432162;0;2;687282;0;;;
10773;5.329071E-15;3;438574;0;2;701985;0;;;
10775;5.329071E-15;3;579921;0;2;723016;0;;;
10777;5.329071E-15;3;581878;0;2;737904;0;;;
10779;5.329071E-15;3;583836;0;2;735867;0;;;
10781;5.329071E-15;3;586663;0;2;735257;0;;;
10783;5.329071E-15;3;590361;0;2;736076;0;;;
10785;5.329071E-15;3;594059;0;2;736895;0;;;
10787;5.329071E-15;3;597756;0;2;737714;0;;;
10789;5.329071E-15;3;601405;0;2;752198;0;;;
10791;5.329071E-15;3;605683;0;2;770462;0;;;
10793;5.329071E-15;3;76624;0;2;828997;0;;;
10795;5.329071E-15;3;766573;0;2;830144;0;;;
10797;5.329071E-15;3;766907;0;2;831292;0;;;
10799;5.329071E-15;3;767241;0;2;832439;0;;;
10801;5.329071E-15;3;767574;0;2;833586;0;;;
10803;5.329071E-15;3;767908;0;2;834734;0;;;
10805;5.329071E-15;3;768241;0;2;835881;0;;;
10807;5.329071E-15;3;768575;0;2;837029;0;;;
10809;5.329071E-15;3;768909;0;2;838176;0;;;
10811;5.329071E-15;3;769242;0;2;839324;0;;;
10813;5.329071E-15;3;769576;0;2;838947;0;;;
10815;5.329071E-15;3;76991;0;2;826511;0;;;
10817;5.329071E-15;3;770243;0;2;819456;0;;;
10819;5.329071E-15;3;770577;0;2;809711;0;;;
10821;5.329071E-15;3;77091;0;2;80835;0;;;
10823;5.329071E-15;3;771244;0;2;790199;0;;;
